rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
3,5,5,50,10,2.002953272359214e-06,2.1255515145827067e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
3,5,5,50,100,1.3888116413130963e-06,1.4399550932359332e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
3,5,5,50,1000,1.3457907321270462e-06,1.3967957085064743e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
4,5,5,50,10,0.00020889683730345858,0.00021398916252483288,0,344728807,4181813784,fc_lds_lr_l=5,0
4,5,5,50,100,1.0289647048021037e-06,1.0735849174644671e-06,0,344728807,4181813784,fc_lds_lr_l=5,0
4,5,5,50,1000,1.1293415344306576e-06,1.3710673469614743e-06,0,344728807,4181813784,fc_lds_lr_l=5,0
