rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
0,5,5,50,10,3.718814872330454e-07,4.3121891829724854e-07,0,3293744024,1240658176,fc_lds_lr_l=5,0
0,5,5,50,100,1.5675902615171037e-07,1.2351717806219855e-07,0,3293744024,1240658176,fc_lds_lr_l=5,0
0,5,5,50,1000,1.1713102722374542e-07,7.854320776306142e-08,0,3293744024,1240658176,fc_lds_lr_l=5,0
