rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
3,5,5,50,10,2.002953272359214e-06,2.1255515145827067e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
3,5,5,50,100,1.3888116413130963e-06,1.4399550932359332e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
3,5,5,50,1000,1.3457907321270462e-06,1.3967957085064743e-06,0,2562180036,2524807505,fc_lds_lr_l=5,0
