rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
1,5,5,50,10,7.617814674691009e-08,6.156943715161541e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
1,5,5,50,100,5.499576615926301e-08,4.2949023678457834e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
1,5,5,50,1000,5.8556754284358166e-08,4.5205136255310974e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
