rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
2,5,5,50,10,1.4606115666939138e-07,1.2353255111359496e-07,0,533341188,184475591,fc_lds_lr_l=5,0
2,5,5,50,100,4.690606384195526e-08,5.406156206829474e-08,0,533341188,184475591,fc_lds_lr_l=5,0
2,5,5,50,1000,6.20062162900727e-08,6.583084088354923e-08,0,533341188,184475591,fc_lds_lr_l=5,0
