rep,latent_dim,embed_dim,timesteps,n,error,ood_error,total_cost,system_seed,model_seed,id,control_horizon
0,5,5,50,10,3.718814872330454e-07,4.3121891829724854e-07,0,3293744024,1240658176,fc_lds_lr_l=5,0
0,5,5,50,100,1.5675902615171037e-07,1.2351717806219855e-07,0,3293744024,1240658176,fc_lds_lr_l=5,0
0,5,5,50,1000,1.1713102722374542e-07,7.854320776306142e-08,0,3293744024,1240658176,fc_lds_lr_l=5,0
1,5,5,50,10,7.617814674691009e-08,6.156943715161541e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
1,5,5,50,100,5.499576615926301e-08,4.2949023678457834e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
1,5,5,50,1000,5.8556754284358166e-08,4.5205136255310974e-08,0,3586218795,1904689287,fc_lds_lr_l=5,0
2,5,5,50,10,1.4606115666939138e-07,1.2353255111359496e-07,0,533341188,184475591,fc_lds_lr_l=5,0
2,5,5,50,100,4.690606384195526e-08,5.406156206829474e-08,0,533341188,184475591,fc_lds_lr_l=5,0
2,5,5,50,1000,6.20062162900727e-08,6.583084088354923e-08,0,533341188,184475591,fc_lds_lr_l=5,0
