,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0,1,10,10,50,65.94436457005976,0,"LR (10, False)"
1,0,10,10,10,50,6.862556140456644e-07,0,"LR (10, False)"
2,0,100,10,10,50,6.968413986212786e-08,0,"LR (10, False)"
0,1,1,10,10,50,6.070505518588629,0,"LR (10, False)"
1,1,10,10,10,50,1.6358823144667887e-06,0,"LR (10, False)"
2,1,100,10,10,50,1.5284649203938158e-07,0,"LR (10, False)"
0,2,1,10,10,50,164.75168939125166,0,"LR (10, False)"
1,2,10,10,10,50,4.0546456398364476e-07,0,"LR (10, False)"
2,2,100,10,10,50,9.295868802829723e-08,0,"LR (10, False)"
0,3,1,10,10,50,7597.442675686648,0,"LR (10, False)"
1,3,10,10,10,50,1.051936188842526e-06,0,"LR (10, False)"
2,3,100,10,10,50,3.504114140137086e-07,0,"LR (10, False)"
0,4,1,10,10,50,69031.17901237137,0,"LR (10, False)"
1,4,10,10,10,50,3.467478989030864e-06,0,"LR (10, False)"
2,4,100,10,10,50,2.4827635320839787e-06,0,"LR (10, False)"
0,5,1,10,10,50,43.17430108680693,0,"LR (10, False)"
1,5,10,10,10,50,3.244597306235194e-07,0,"LR (10, False)"
2,5,100,10,10,50,1.5070566966843112e-07,0,"LR (10, False)"
0,6,1,10,10,50,169051.107628907,0,"LR (10, False)"
1,6,10,10,10,50,0.0013224431730125411,0,"LR (10, False)"
2,6,100,10,10,50,0.0013375693166377792,0,"LR (10, False)"
0,7,1,10,10,50,593.3955663108741,0,"LR (10, False)"
1,7,10,10,10,50,1.4547105761143372e-06,0,"LR (10, False)"
2,7,100,10,10,50,2.105810419681711e-07,0,"LR (10, False)"
0,8,1,10,10,50,36.342624221133704,0,"LR (10, False)"
1,8,10,10,10,50,2.1827383414612747e-07,0,"LR (10, False)"
2,8,100,10,10,50,2.875250454505524e-08,0,"LR (10, False)"
0,9,1,10,10,50,2602.641289087105,0,"LR (10, False)"
1,9,10,10,10,50,4.423868127458337e-06,0,"LR (10, False)"
2,9,100,10,10,50,1.8807827879059703e-06,0,"LR (10, False)"
0,10,1,10,10,50,30.688277681048326,0,"LR (10, False)"
1,10,10,10,10,50,6.902510347448203e-07,0,"LR (10, False)"
2,10,100,10,10,50,5.261758179874123e-07,0,"LR (10, False)"
0,11,1,10,10,50,1.5257646924993618,0,"LR (10, False)"
1,11,10,10,10,50,5.706443685857718e-07,0,"LR (10, False)"
2,11,100,10,10,50,2.2036106198710704e-08,0,"LR (10, False)"
0,12,1,10,10,50,1579.4924321913181,0,"LR (10, False)"
1,12,10,10,10,50,5.726440342982207e-07,0,"LR (10, False)"
2,12,100,10,10,50,2.861078181286213e-07,0,"LR (10, False)"
0,13,1,10,10,50,851.325391132668,0,"LR (10, False)"
1,13,10,10,10,50,4.417981221228573e-05,0,"LR (10, False)"
2,13,100,10,10,50,1.6372382262154044e-05,0,"LR (10, False)"
0,14,1,10,10,50,382.12540726934157,0,"LR (10, False)"
1,14,10,10,10,50,7.852493183824016e-07,0,"LR (10, False)"
2,14,100,10,10,50,9.66287550556266e-07,0,"LR (10, False)"
0,15,1,10,10,50,16.37273674939808,0,"LR (10, False)"
1,15,10,10,10,50,2.0584381898917593e-07,0,"LR (10, False)"
2,15,100,10,10,50,1.4121902375450097e-07,0,"LR (10, False)"
0,16,1,10,10,50,51.7932276911847,0,"LR (10, False)"
1,16,10,10,10,50,5.048719378613276e-07,0,"LR (10, False)"
2,16,100,10,10,50,3.7946566507205065e-08,0,"LR (10, False)"
0,17,1,10,10,50,72516.65635371138,0,"LR (10, False)"
1,17,10,10,10,50,2.7685832580393683e-07,0,"LR (10, False)"
2,17,100,10,10,50,3.5423162838098024e-08,0,"LR (10, False)"
0,18,1,10,10,50,79.73109101057432,0,"LR (10, False)"
1,18,10,10,10,50,6.810075881010391e-07,0,"LR (10, False)"
2,18,100,10,10,50,3.159113834067811e-07,0,"LR (10, False)"
0,19,1,10,10,50,4367.526571086574,0,"LR (10, False)"
1,19,10,10,10,50,0.00017800515218701203,0,"LR (10, False)"
2,19,100,10,10,50,1.0922650983617142e-05,0,"LR (10, False)"
0,20,1,10,10,50,49007.79840790758,0,"LR (10, False)"
1,20,10,10,10,50,7.659692646185264e-06,0,"LR (10, False)"
2,20,100,10,10,50,5.427916120307897e-06,0,"LR (10, False)"
0,21,1,10,10,50,114.79245086072578,0,"LR (10, False)"
1,21,10,10,10,50,5.478692186578209e-07,0,"LR (10, False)"
2,21,100,10,10,50,1.5506866260469673e-07,0,"LR (10, False)"
0,22,1,10,10,50,429.2259772715271,0,"LR (10, False)"
1,22,10,10,10,50,7.285880482096284e-07,0,"LR (10, False)"
2,22,100,10,10,50,5.622483407534398e-07,0,"LR (10, False)"
0,23,1,10,10,50,3738282.647715644,0,"LR (10, False)"
1,23,10,10,10,50,1.1446281464982714e-06,0,"LR (10, False)"
2,23,100,10,10,50,6.148365554828774e-07,0,"LR (10, False)"
0,24,1,10,10,50,74.25202286957592,0,"LR (10, False)"
1,24,10,10,10,50,2.0174743272799896e-06,0,"LR (10, False)"
2,24,100,10,10,50,6.781171421302904e-07,0,"LR (10, False)"
0,25,1,10,10,50,7263.833133351215,0,"LR (10, False)"
1,25,10,10,10,50,2.8287958435713015e-06,0,"LR (10, False)"
2,25,100,10,10,50,2.226309928314205e-07,0,"LR (10, False)"
0,26,1,10,10,50,30.796104177330754,0,"LR (10, False)"
1,26,10,10,10,50,4.168491528346443e-07,0,"LR (10, False)"
2,26,100,10,10,50,2.2801597394558412e-07,0,"LR (10, False)"
0,27,1,10,10,50,2477.3528960377434,0,"LR (10, False)"
1,27,10,10,10,50,3.3286461632454965e-05,0,"LR (10, False)"
2,27,100,10,10,50,6.197413716938383e-06,0,"LR (10, False)"
0,28,1,10,10,50,7.171051896418755,0,"LR (10, False)"
1,28,10,10,10,50,1.5954439081976645e-07,0,"LR (10, False)"
2,28,100,10,10,50,6.347370389309485e-08,0,"LR (10, False)"
0,29,1,10,10,50,54.0050933402718,0,"LR (10, False)"
1,29,10,10,10,50,1.273060823288406e-06,0,"LR (10, False)"
2,29,100,10,10,50,9.478372126849044e-07,0,"LR (10, False)"
