,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0,1,100,100,50,3.4704587456853456e+28,0,"LR (100, False)"
1,0,10,100,100,50,67.288952513437,0,"LR (100, False)"
2,0,100,100,100,50,2.975895595854089e-06,0,"LR (100, False)"
0,1,1,100,100,50,2.519131895640175e+285,0,"LR (100, False)"
1,1,10,100,100,50,932.8257564846909,0,"LR (100, False)"
2,1,100,100,100,50,9.458552728806845e-06,0,"LR (100, False)"
0,2,1,100,100,50,inf,0,"LR (100, False)"
1,2,10,100,100,50,441.6773608786688,0,"LR (100, False)"
2,2,100,100,100,50,1.6174874991497688e-06,0,"LR (100, False)"
0,3,1,100,100,50,,0,"LR (100, False)"
1,3,10,100,100,50,1541.095631039042,0,"LR (100, False)"
2,3,100,100,100,50,1.9288542028427576e-05,0,"LR (100, False)"
0,4,1,100,100,50,3.752940557703378e+274,0,"LR (100, False)"
1,4,10,100,100,50,3661775.8012048607,0,"LR (100, False)"
2,4,100,100,100,50,0.0005402998861965095,0,"LR (100, False)"
0,5,1,100,100,50,5.24198738365874e+122,0,"LR (100, False)"
1,5,10,100,100,50,34012.54877761081,0,"LR (100, False)"
2,5,100,100,100,50,2.4465260676282603e-05,0,"LR (100, False)"
0,6,1,100,100,50,4.926086812582838e+72,0,"LR (100, False)"
1,6,10,100,100,50,7092.164301530393,0,"LR (100, False)"
2,6,100,100,100,50,1.224315674013922e-06,0,"LR (100, False)"
0,7,1,100,100,50,inf,0,"LR (100, False)"
1,7,10,100,100,50,21551.35402207484,0,"LR (100, False)"
2,7,100,100,100,50,7.260829684019119e-05,0,"LR (100, False)"
0,8,1,100,100,50,3.737315132417452e+64,0,"LR (100, False)"
1,8,10,100,100,50,2312.6008672896983,0,"LR (100, False)"
2,8,100,100,100,50,4.759072249671676e-05,0,"LR (100, False)"
0,9,1,100,100,50,4.822772626262372e+132,0,"LR (100, False)"
1,9,10,100,100,50,374407.7392042337,0,"LR (100, False)"
2,9,100,100,100,50,0.0003670972771930465,0,"LR (100, False)"
0,10,1,100,100,50,inf,0,"LR (100, False)"
1,10,10,100,100,50,2444.749004980522,0,"LR (100, False)"
2,10,100,100,100,50,1.4716200614458398e-05,0,"LR (100, False)"
0,11,1,100,100,50,1.1324382880321215e+223,0,"LR (100, False)"
1,11,10,100,100,50,104672.05978189863,0,"LR (100, False)"
2,11,100,100,100,50,0.000174441874216869,0,"LR (100, False)"
0,12,1,100,100,50,2.773781904623033e+58,0,"LR (100, False)"
1,12,10,100,100,50,1665.2519735953642,0,"LR (100, False)"
2,12,100,100,100,50,4.548747407225714e-06,0,"LR (100, False)"
0,13,1,100,100,50,1.1770639411086636e+144,0,"LR (100, False)"
1,13,10,100,100,50,92.142837029619,0,"LR (100, False)"
2,13,100,100,100,50,7.147720651493185e-07,0,"LR (100, False)"
0,14,1,100,100,50,5.718034572966623e+125,0,"LR (100, False)"
1,14,10,100,100,50,1338.3780224538978,0,"LR (100, False)"
2,14,100,100,100,50,4.198735368536139e-06,0,"LR (100, False)"
0,15,1,100,100,50,9.116311021465137e+68,0,"LR (100, False)"
1,15,10,100,100,50,222.1862091298184,0,"LR (100, False)"
2,15,100,100,100,50,3.584404841852899e-06,0,"LR (100, False)"
0,16,1,100,100,50,inf,0,"LR (100, False)"
1,16,10,100,100,50,487.5164875829229,0,"LR (100, False)"
2,16,100,100,100,50,1.0142000050652659e-06,0,"LR (100, False)"
0,17,1,100,100,50,4.5535960069155595e+81,0,"LR (100, False)"
1,17,10,100,100,50,1063.9488245387597,0,"LR (100, False)"
2,17,100,100,100,50,5.3014007054404005e-06,0,"LR (100, False)"
0,18,1,100,100,50,1.9724661896526236e+114,0,"LR (100, False)"
1,18,10,100,100,50,91.80543322652494,0,"LR (100, False)"
2,18,100,100,100,50,1.0406831613100975e-06,0,"LR (100, False)"
0,19,1,100,100,50,4.57052747788803e+51,0,"LR (100, False)"
1,19,10,100,100,50,2518832.031413514,0,"LR (100, False)"
2,19,100,100,100,50,0.00018388044728846628,0,"LR (100, False)"
0,20,1,100,100,50,1.8528903757872302e+24,0,"LR (100, False)"
1,20,10,100,100,50,470.2370312271585,0,"LR (100, False)"
2,20,100,100,100,50,2.473944418406092e-06,0,"LR (100, False)"
0,21,1,100,100,50,7.939063870537617e+219,0,"LR (100, False)"
1,21,10,100,100,50,710.914140061009,0,"LR (100, False)"
2,21,100,100,100,50,1.7649331689057705e-06,0,"LR (100, False)"
0,22,1,100,100,50,5.5106501724141276e+141,0,"LR (100, False)"
1,22,10,100,100,50,3336948.5695285434,0,"LR (100, False)"
