,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
3,17,30,100,100,50,0,2.7819316881477442e+84,0,"LR (100, True)"
4,17,40,100,100,50,0,5.1231552018334815e+243,0,"LR (100, True)"
5,17,50,100,100,50,0,3.0455564497577424e+247,0,"LR (100, True)"
6,17,60,100,100,50,0,2.898536957790204e+87,0,"LR (100, True)"
7,17,70,100,100,50,0,1.5172504573613062e+69,0,"LR (100, True)"
8,17,80,100,100,50,0,1.984446590390475e+174,0,"LR (100, True)"
9,17,90,100,100,50,0,1.4848712761964671e+230,0,"LR (100, True)"
10,17,100,100,100,50,0,3.351821697583975e+91,0,"LR (100, True)"
0,18,5,100,100,50,0,2.455691505450998e+80,0,"LR (100, True)"
1,18,10,100,100,50,0,2.900094155991368e+216,0,"LR (100, True)"
2,18,20,100,100,50,0,2.4368867522193243e+85,0,"LR (100, True)"
3,18,30,100,100,50,0,7.862280756103788e+160,0,"LR (100, True)"
4,18,40,100,100,50,0,1.1210374156233114e+184,0,"LR (100, True)"
5,18,50,100,100,50,0,inf,0,"LR (100, True)"
6,18,60,100,100,50,0,7.891646584347661e+155,0,"LR (100, True)"
7,18,70,100,100,50,0,1.0808188323560313e+121,0,"LR (100, True)"
8,18,80,100,100,50,0,1.571068750473536e+76,0,"LR (100, True)"
9,18,90,100,100,50,0,inf,0,"LR (100, True)"
10,18,100,100,100,50,0,1.0766441794589438e+292,0,"LR (100, True)"
0,19,5,100,100,50,0,inf,0,"LR (100, True)"
1,19,10,100,100,50,0,3.345113971961237e+100,0,"LR (100, True)"
2,19,20,100,100,50,0,inf,0,"LR (100, True)"
3,19,30,100,100,50,0,1.262829055835351e+92,0,"LR (100, True)"
4,19,40,100,100,50,0,8.475723577105181e+159,0,"LR (100, True)"
5,19,50,100,100,50,0,2.645209600457698e+150,0,"LR (100, True)"
6,19,60,100,100,50,0,inf,0,"LR (100, True)"
7,19,70,100,100,50,0,2.3945387488019524e+100,0,"LR (100, True)"
8,19,80,100,100,50,0,1.4307125718903084e+98,0,"LR (100, True)"
9,19,90,100,100,50,0,1.164835600004008e+259,0,"LR (100, True)"
10,19,100,100,100,50,0,8.461205584436317e+296,0,"LR (100, True)"
0,20,5,100,100,50,0,1.8284488885252964e+115,0,"LR (100, True)"
1,20,10,100,100,50,0,8.582566573317853e+149,0,"LR (100, True)"
2,20,20,100,100,50,0,inf,0,"LR (100, True)"
3,20,30,100,100,50,0,6.886750955440157e+135,0,"LR (100, True)"
4,20,40,100,100,50,0,4.614390570937921e+285,0,"LR (100, True)"
5,20,50,100,100,50,0,2.2681926507794095e+70,0,"LR (100, True)"
6,20,60,100,100,50,0,4.430559172839982e+162,0,"LR (100, True)"
7,20,70,100,100,50,0,inf,0,"LR (100, True)"
8,20,80,100,100,50,0,5.582757590028386e+177,0,"LR (100, True)"
9,20,90,100,100,50,0,inf,0,"LR (100, True)"
10,20,100,100,100,50,0,2.4774901926340003e+206,0,"LR (100, True)"
0,21,5,100,100,50,0,2.840226059673855e+119,0,"LR (100, True)"
1,21,10,100,100,50,0,3.2240725317942467e+195,0,"LR (100, True)"
2,21,20,100,100,50,0,3.885010573229436e+237,0,"LR (100, True)"
3,21,30,100,100,50,0,4.3011975452733176e+165,0,"LR (100, True)"
4,21,40,100,100,50,0,4.710013009053909e+149,0,"LR (100, True)"
5,21,50,100,100,50,0,1.9627215011359782e+101,0,"LR (100, True)"
6,21,60,100,100,50,0,8.866170441758059e+120,0,"LR (100, True)"
7,21,70,100,100,50,0,3.586787520249518e+176,0,"LR (100, True)"
8,21,80,100,100,50,0,1.8407843253639906e+271,0,"LR (100, True)"
9,21,90,100,100,50,0,3.299931731060081e+52,0,"LR (100, True)"
10,21,100,100,100,50,0,1.417858834238689e+152,0,"LR (100, True)"
0,22,5,100,100,50,0,3.7785298465100457e+111,0,"LR (100, True)"
1,22,10,100,100,50,0,1.3131180290509205e+126,0,"LR (100, True)"
2,22,20,100,100,50,0,1.8824400255585616e+104,0,"LR (100, True)"
3,22,30,100,100,50,0,1.0038758298338751e+102,0,"LR (100, True)"
4,22,40,100,100,50,0,inf,0,"LR (100, True)"
5,22,50,100,100,50,0,inf,0,"LR (100, True)"
6,22,60,100,100,50,0,4.1007376915254044e+98,0,"LR (100, True)"
7,22,70,100,100,50,0,3.692529242927207e+211,0,"LR (100, True)"
8,22,80,100,100,50,0,1.1026819199460229e+76,0,"LR (100, True)"
9,22,90,100,100,50,0,1.179352235217486e+59,0,"LR (100, True)"
10,22,100,100,100,50,0,7.691176464265528e+101,0,"LR (100, True)"
0,23,5,100,100,50,0,1.4481028244851511e+122,0,"LR (100, True)"
1,23,10,100,100,50,0,1.0268726718815569e+105,0,"LR (100, True)"
2,23,20,100,100,50,0,2.4263036215609465e+140,0,"LR (100, True)"
3,23,30,100,100,50,0,inf,0,"LR (100, True)"
4,23,40,100,100,50,0,1.2232948868608615e+99,0,"LR (100, True)"
5,23,50,100,100,50,0,1.8817604463496606e+112,0,"LR (100, True)"
6,23,60,100,100,50,0,2.580153850013884e+95,0,"LR (100, True)"
7,23,70,100,100,50,0,1.4814777457489005e+86,0,"LR (100, True)"
8,23,80,100,100,50,0,inf,0,"LR (100, True)"
9,23,90,100,100,50,0,2.8207439870044516e+121,0,"LR (100, True)"
10,23,100,100,100,50,0,inf,0,"LR (100, True)"
0,24,5,100,100,50,0,1.693383868819805e+231,0,"LR (100, True)"
1,24,10,100,100,50,0,1.0737890732646836e+116,0,"LR (100, True)"
2,24,20,100,100,50,0,,0,"LR (100, True)"
3,24,30,100,100,50,0,1.9999871328768396e+30,0,"LR (100, True)"
4,24,40,100,100,50,0,2.3311071780014608e+254,0,"LR (100, True)"
5,24,50,100,100,50,0,inf,0,"LR (100, True)"
6,24,60,100,100,50,0,inf,0,"LR (100, True)"
7,24,70,100,100,50,0,2.3781711666102067e+50,0,"LR (100, True)"
8,24,80,100,100,50,0,5.950386633321848e+243,0,"LR (100, True)"
9,24,90,100,100,50,0,inf,0,"LR (100, True)"
10,24,100,100,100,50,0,inf,0,"LR (100, True)"
0,25,5,100,100,50,0,1.8326408579561182e+24,0,"LR (100, True)"
1,25,10,100,100,50,0,2.0218156428970864e+172,0,"LR (100, True)"
2,25,20,100,100,50,0,8.982911211196977e+171,0,"LR (100, True)"
3,25,30,100,100,50,0,4.231455063284692e+172,0,"LR (100, True)"
4,25,40,100,100,50,0,4.922671005055481e+101,0,"LR (100, True)"
5,25,50,100,100,50,0,6.913193416055958e+206,0,"LR (100, True)"
6,25,60,100,100,50,0,1.1348162904086217e+245,0,"LR (100, True)"
7,25,70,100,100,50,0,1.3692616388159418e+236,0,"LR (100, True)"
8,25,80,100,100,50,0,4.694786005139039e+190,0,"LR (100, True)"
9,25,90,100,100,50,0,1.4973866535889117e+113,0,"LR (100, True)"
10,25,100,100,100,50,0,2.8353299820957784e+68,0,"LR (100, True)"
0,26,5,100,100,50,0,5.07984204611351e+117,0,"LR (100, True)"
1,26,10,100,100,50,0,4.669650513517316e+90,0,"LR (100, True)"
2,26,20,100,100,50,0,5.486952396410064e+94,0,"LR (100, True)"
3,26,30,100,100,50,0,6.919185564522594e+38,0,"LR (100, True)"
4,26,40,100,100,50,0,4.036340425049871e+119,0,"LR (100, True)"
5,26,50,100,100,50,0,1.8370411654147913e+131,0,"LR (100, True)"
6,26,60,100,100,50,0,5.970772089332987e+143,0,"LR (100, True)"
7,26,70,100,100,50,0,inf,0,"LR (100, True)"
8,26,80,100,100,50,0,inf,0,"LR (100, True)"
9,26,90,100,100,50,0,inf,0,"LR (100, True)"
10,26,100,100,100,50,0,8.46235177833693e+221,0,"LR (100, True)"
0,27,5,100,100,50,0,8.074122233086304e+125,0,"LR (100, True)"
1,27,10,100,100,50,0,1.3492863774255612e+126,0,"LR (100, True)"
2,27,20,100,100,50,0,inf,0,"LR (100, True)"
3,27,30,100,100,50,0,1.7380169969938668e+144,0,"LR (100, True)"
4,27,40,100,100,50,0,3.749676159597165e+75,0,"LR (100, True)"
5,27,50,100,100,50,0,2.0816794382983273e+211,0,"LR (100, True)"
6,27,60,100,100,50,0,2.3383675601116265e+152,0,"LR (100, True)"
7,27,70,100,100,50,0,1.8209505771329688e+292,0,"LR (100, True)"
8,27,80,100,100,50,0,inf,0,"LR (100, True)"
9,27,90,100,100,50,0,inf,0,"LR (100, True)"
10,27,100,100,100,50,0,6.161583514604681e+177,0,"LR (100, True)"
0,28,5,100,100,50,0,3.7807300434121626e+80,0,"LR (100, True)"
1,28,10,100,100,50,0,1.0565743028703626e+116,0,"LR (100, True)"
2,28,20,100,100,50,0,6.251510378267216e+90,0,"LR (100, True)"
3,28,30,100,100,50,0,7.938004201733279e+24,0,"LR (100, True)"
4,28,40,100,100,50,0,2.2579679629658525e+80,0,"LR (100, True)"
5,28,50,100,100,50,0,3.917464926460027e+57,0,"LR (100, True)"
6,28,60,100,100,50,0,2.2584928760568983e+102,0,"LR (100, True)"
7,28,70,100,100,50,0,1.7576804739321536e+300,0,"LR (100, True)"
8,28,80,100,100,50,0,2.7986931337341367e+113,0,"LR (100, True)"
9,28,90,100,100,50,0,inf,0,"LR (100, True)"
10,28,100,100,100,50,0,4.2113017901607e+204,0,"LR (100, True)"
0,29,5,100,100,50,0,1.965812960424782e+181,0,"LR (100, True)"
1,29,10,100,100,50,0,3.320346787563865e+82,0,"LR (100, True)"
2,29,20,100,100,50,0,7.465361963490185e+94,0,"LR (100, True)"
3,29,30,100,100,50,0,1.2852324201083545e+211,0,"LR (100, True)"
4,29,40,100,100,50,0,5.293974113637126e+258,0,"LR (100, True)"
5,29,50,100,100,50,0,1.0968741000673474e+98,0,"LR (100, True)"
6,29,60,100,100,50,0,3.3040105735995274e+215,0,"LR (100, True)"
7,29,70,100,100,50,0,2.1262918014228497e+75,0,"LR (100, True)"
8,29,80,100,100,50,0,2.3235161738216933e+212,0,"LR (100, True)"
9,29,90,100,100,50,0,1.804338044137863e+120,0,"LR (100, True)"
10,29,100,100,100,50,0,2.4374487633220376e+112,0,"LR (100, True)"
