,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
7,14,70,30,30,50,0,1.631055439306731e+32,0,"LR (30, True)"
8,14,80,30,30,50,0,7380600889350092.0,0,"LR (30, True)"
9,14,90,30,30,50,0,7.205484438290967e+40,0,"LR (30, True)"
10,14,100,30,30,50,0,2.465462814958425e+65,0,"LR (30, True)"
0,15,5,30,30,50,0,4709194.080473377,0,"LR (30, True)"
1,15,10,30,30,50,0,6099.574274368014,0,"LR (30, True)"
2,15,20,30,30,50,0,6525356081471.546,0,"LR (30, True)"
3,15,30,30,30,50,0,9.674364195484482e+18,0,"LR (30, True)"
4,15,40,30,30,50,0,281885.68272055325,0,"LR (30, True)"
5,15,50,30,30,50,0,261174992211.10226,0,"LR (30, True)"
6,15,60,30,30,50,0,2.086065065417121e+20,0,"LR (30, True)"
7,15,70,30,30,50,0,2.830347356569718e+16,0,"LR (30, True)"
8,15,80,30,30,50,0,2.3406421468880026e+23,0,"LR (30, True)"
9,15,90,30,30,50,0,7.2687892966082415e+31,0,"LR (30, True)"
10,15,100,30,30,50,0,4074086.1167847845,0,"LR (30, True)"
0,16,5,30,30,50,0,54794937.304524116,0,"LR (30, True)"
1,16,10,30,30,50,0,4.980560114560764e+18,0,"LR (30, True)"
2,16,20,30,30,50,0,1.5495122282638584e+42,0,"LR (30, True)"
3,16,30,30,30,50,0,1.7490168519868942e+16,0,"LR (30, True)"
4,16,40,30,30,50,0,1624308425.1546555,0,"LR (30, True)"
5,16,50,30,30,50,0,2202180519980.613,0,"LR (30, True)"
6,16,60,30,30,50,0,22999132370.286243,0,"LR (30, True)"
7,16,70,30,30,50,0,4256870.099512275,0,"LR (30, True)"
8,16,80,30,30,50,0,3825680300383.6357,0,"LR (30, True)"
9,16,90,30,30,50,0,2222065847369.71,0,"LR (30, True)"
10,16,100,30,30,50,0,6.023606164779174e+40,0,"LR (30, True)"
0,17,5,30,30,50,0,5.1034622108841355e+25,0,"LR (30, True)"
1,17,10,30,30,50,0,80822.84535186474,0,"LR (30, True)"
2,17,20,30,30,50,0,2638126.734952983,0,"LR (30, True)"
3,17,30,30,30,50,0,9.104481397751894e+16,0,"LR (30, True)"
4,17,40,30,30,50,0,6022868447148123.0,0,"LR (30, True)"
5,17,50,30,30,50,0,3190642897.396828,0,"LR (30, True)"
6,17,60,30,30,50,0,1992618660.2020876,0,"LR (30, True)"
7,17,70,30,30,50,0,257.49527739669355,0,"LR (30, True)"
8,17,80,30,30,50,0,2.8463236650621215e+19,0,"LR (30, True)"
9,17,90,30,30,50,0,57973917199.79648,0,"LR (30, True)"
10,17,100,30,30,50,0,1.6303940445238745e+45,0,"LR (30, True)"
0,18,5,30,30,50,0,131.09803309009203,0,"LR (30, True)"
1,18,10,30,30,50,0,255097.09616748747,0,"LR (30, True)"
2,18,20,30,30,50,0,1.287439830892936e+28,0,"LR (30, True)"
3,18,30,30,30,50,0,1.6926348607973544e+201,0,"LR (30, True)"
4,18,40,30,30,50,0,9083033.825546209,0,"LR (30, True)"
5,18,50,30,30,50,0,2731061756.342841,0,"LR (30, True)"
6,18,60,30,30,50,0,2.31965953728557e+23,0,"LR (30, True)"
7,18,70,30,30,50,0,4.0774632695752985e+29,0,"LR (30, True)"
8,18,80,30,30,50,0,16126647829.378033,0,"LR (30, True)"
9,18,90,30,30,50,0,1998151211.2591987,0,"LR (30, True)"
10,18,100,30,30,50,0,2.0287677230997117e+20,0,"LR (30, True)"
0,19,5,30,30,50,0,1.5606190214179747e+49,0,"LR (30, True)"
1,19,10,30,30,50,0,6868959397.84041,0,"LR (30, True)"
2,19,20,30,30,50,0,9588.027841371628,0,"LR (30, True)"
3,19,30,30,30,50,0,5.47372511184632e+69,0,"LR (30, True)"
4,19,40,30,30,50,0,1.2110080942413e+22,0,"LR (30, True)"
5,19,50,30,30,50,0,3.4538211059147165e+229,0,"LR (30, True)"
6,19,60,30,30,50,0,654801333335.7753,0,"LR (30, True)"
7,19,70,30,30,50,0,4.605658405571871e+17,0,"LR (30, True)"
8,19,80,30,30,50,0,6.437283562661526e+78,0,"LR (30, True)"
9,19,90,30,30,50,0,5.425974849559423e+163,0,"LR (30, True)"
10,19,100,30,30,50,0,8682953.940709146,0,"LR (30, True)"
0,20,5,30,30,50,0,942565.0363235866,0,"LR (30, True)"
1,20,10,30,30,50,0,2056754658.7159297,0,"LR (30, True)"
2,20,20,30,30,50,0,8392082684486.083,0,"LR (30, True)"
3,20,30,30,30,50,0,2.1674141473259665e+36,0,"LR (30, True)"
4,20,40,30,30,50,0,25681266.188993726,0,"LR (30, True)"
5,20,50,30,30,50,0,15647.725861682526,0,"LR (30, True)"
6,20,60,30,30,50,0,95998506661580.6,0,"LR (30, True)"
7,20,70,30,30,50,0,7.384953582614949e+17,0,"LR (30, True)"
8,20,80,30,30,50,0,1.6600634655198345e+21,0,"LR (30, True)"
9,20,90,30,30,50,0,21990241410460.246,0,"LR (30, True)"
10,20,100,30,30,50,0,2.11950532240331e+22,0,"LR (30, True)"
0,21,5,30,30,50,0,274.710863287734,0,"LR (30, True)"
1,21,10,30,30,50,0,2544703254388.326,0,"LR (30, True)"
2,21,20,30,30,50,0,9.366682905063258e+68,0,"LR (30, True)"
3,21,30,30,30,50,0,2.832516921730721e+52,0,"LR (30, True)"
4,21,40,30,30,50,0,2.4152316840268764e+18,0,"LR (30, True)"
5,21,50,30,30,50,0,3661511464.204443,0,"LR (30, True)"
6,21,60,30,30,50,0,16410710971.00398,0,"LR (30, True)"
7,21,70,30,30,50,0,2657974877.1173882,0,"LR (30, True)"
8,21,80,30,30,50,0,68764250.54241054,0,"LR (30, True)"
9,21,90,30,30,50,0,12031123.707788853,0,"LR (30, True)"
10,21,100,30,30,50,0,8.466697723975365e+33,0,"LR (30, True)"
0,22,5,30,30,50,0,46850455153.81306,0,"LR (30, True)"
1,22,10,30,30,50,0,25299.336448324502,0,"LR (30, True)"
2,22,20,30,30,50,0,1165102234.5657077,0,"LR (30, True)"
3,22,30,30,30,50,0,3804089007461.2056,0,"LR (30, True)"
4,22,40,30,30,50,0,12843169221397.732,0,"LR (30, True)"
5,22,50,30,30,50,0,448964112.31121475,0,"LR (30, True)"
6,22,60,30,30,50,0,634662357380289.8,0,"LR (30, True)"
7,22,70,30,30,50,0,2.981966288185056e+57,0,"LR (30, True)"
8,22,80,30,30,50,0,175100221917488.53,0,"LR (30, True)"
9,22,90,30,30,50,0,4.602533886345382e+44,0,"LR (30, True)"
10,22,100,30,30,50,0,3414.677531737058,0,"LR (30, True)"
0,23,5,30,30,50,0,24844.904829931744,0,"LR (30, True)"
1,23,10,30,30,50,0,638.9320206189906,0,"LR (30, True)"
2,23,20,30,30,50,0,3721719334105.8564,0,"LR (30, True)"
3,23,30,30,30,50,0,1.9602295171789062e+31,0,"LR (30, True)"
4,23,40,30,30,50,0,3.7796059730622767e+24,0,"LR (30, True)"
5,23,50,30,30,50,0,4.1544286142896425e+18,0,"LR (30, True)"
6,23,60,30,30,50,0,34703910415.54192,0,"LR (30, True)"
7,23,70,30,30,50,0,944.3331958109468,0,"LR (30, True)"
8,23,80,30,30,50,0,1.7296137256009688e+34,0,"LR (30, True)"
9,23,90,30,30,50,0,1554176989621255.5,0,"LR (30, True)"
10,23,100,30,30,50,0,624611124.3676761,0,"LR (30, True)"
0,24,5,30,30,50,0,503920.44106918597,0,"LR (30, True)"
1,24,10,30,30,50,0,258109.05653935904,0,"LR (30, True)"
2,24,20,30,30,50,0,12118215.519052703,0,"LR (30, True)"
3,24,30,30,30,50,0,3.315988235977705e+55,0,"LR (30, True)"
4,24,40,30,30,50,0,20581.06481898538,0,"LR (30, True)"
5,24,50,30,30,50,0,876983.1505800786,0,"LR (30, True)"
6,24,60,30,30,50,0,4503112111.605217,0,"LR (30, True)"
7,24,70,30,30,50,0,2795068.088197981,0,"LR (30, True)"
8,24,80,30,30,50,0,15066632.148602786,0,"LR (30, True)"
9,24,90,30,30,50,0,1.9471756110561876e+23,0,"LR (30, True)"
10,24,100,30,30,50,0,181337279308.56,0,"LR (30, True)"
0,25,5,30,30,50,0,2.091290451877125e+17,0,"LR (30, True)"
1,25,10,30,30,50,0,4.705517597788282e+62,0,"LR (30, True)"
2,25,20,30,30,50,0,381433797970149.25,0,"LR (30, True)"
3,25,30,30,30,50,0,3.605971050726289e+42,0,"LR (30, True)"
4,25,40,30,30,50,0,4.452883011767673e+22,0,"LR (30, True)"
5,25,50,30,30,50,0,133650150416.92259,0,"LR (30, True)"
6,25,60,30,30,50,0,105184998329.12549,0,"LR (30, True)"
7,25,70,30,30,50,0,1.4946651673389643e+52,0,"LR (30, True)"
8,25,80,30,30,50,0,4056712.664468561,0,"LR (30, True)"
9,25,90,30,30,50,0,9394632788.667969,0,"LR (30, True)"
10,25,100,30,30,50,0,1.072119933483923e+20,0,"LR (30, True)"
0,26,5,30,30,50,0,347.6945785311358,0,"LR (30, True)"
1,26,10,30,30,50,0,1.6490700509001965e+21,0,"LR (30, True)"
2,26,20,30,30,50,0,2213.3778688855623,0,"LR (30, True)"
3,26,30,30,30,50,0,inf,0,"LR (30, True)"
4,26,40,30,30,50,0,1.3853604634298856e+17,0,"LR (30, True)"
5,26,50,30,30,50,0,1.2634237072686699e+23,0,"LR (30, True)"
6,26,60,30,30,50,0,3.242109773891954e+16,0,"LR (30, True)"
7,26,70,30,30,50,0,1298209706218.6252,0,"LR (30, True)"
8,26,80,30,30,50,0,174148032021.18317,0,"LR (30, True)"
9,26,90,30,30,50,0,4.7732958838937373e+83,0,"LR (30, True)"
10,26,100,30,30,50,0,4472408577.66258,0,"LR (30, True)"
0,27,5,30,30,50,0,7.541303439140087e+175,0,"LR (30, True)"
1,27,10,30,30,50,0,2.087586712936107e+17,0,"LR (30, True)"
2,27,20,30,30,50,0,73412927.61733554,0,"LR (30, True)"
3,27,30,30,30,50,0,2.480553766017056e+56,0,"LR (30, True)"
4,27,40,30,30,50,0,1086461752702.1665,0,"LR (30, True)"
5,27,50,30,30,50,0,6.2219480667930506e+22,0,"LR (30, True)"
6,27,60,30,30,50,0,10335436678412.701,0,"LR (30, True)"
7,27,70,30,30,50,0,23281429.18020549,0,"LR (30, True)"
8,27,80,30,30,50,0,185614091014982.12,0,"LR (30, True)"
9,27,90,30,30,50,0,1.1802132696245158e+24,0,"LR (30, True)"
10,27,100,30,30,50,0,16021624690.264647,0,"LR (30, True)"
0,28,5,30,30,50,0,9.410930944614878e+24,0,"LR (30, True)"
1,28,10,30,30,50,0,2.498692310902618e+20,0,"LR (30, True)"
2,28,20,30,30,50,0,1.5681338557033792e+37,0,"LR (30, True)"
3,28,30,30,30,50,0,7.503132777233926e+21,0,"LR (30, True)"
4,28,40,30,30,50,0,3.0747389801821913e+149,0,"LR (30, True)"
5,28,50,30,30,50,0,3055205435157477.5,0,"LR (30, True)"
6,28,60,30,30,50,0,3.540249285763288e+22,0,"LR (30, True)"
7,28,70,30,30,50,0,139365380.66781715,0,"LR (30, True)"
8,28,80,30,30,50,0,112646987432.5743,0,"LR (30, True)"
9,28,90,30,30,50,0,7.6170416282995e+73,0,"LR (30, True)"
10,28,100,30,30,50,0,8.88942580921256e+109,0,"LR (30, True)"
0,29,5,30,30,50,0,2552060383226379.0,0,"LR (30, True)"
1,29,10,30,30,50,0,2.363812811706993e+16,0,"LR (30, True)"
2,29,20,30,30,50,0,451288469230387.94,0,"LR (30, True)"
3,29,30,30,30,50,0,7.21912088596311e+39,0,"LR (30, True)"
4,29,40,30,30,50,0,1.5825826198983482e+22,0,"LR (30, True)"
5,29,50,30,30,50,0,1943.2311772943829,0,"LR (30, True)"
6,29,60,30,30,50,0,1.2123558548228452e+20,0,"LR (30, True)"
7,29,70,30,30,50,0,2026834838.9388666,0,"LR (30, True)"
8,29,80,30,30,50,0,584691.6565037548,0,"LR (30, True)"
9,29,90,30,30,50,0,246250458.48286685,0,"LR (30, True)"
10,29,100,30,30,50,0,2216849.0510541652,0,"LR (30, True)"
