,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
2,23,20,40,40,50,0,1.2511808776600505e+30,0,"LR (40, True)"
3,23,30,40,40,50,0,5.381135081906223e+45,0,"LR (40, True)"
4,23,40,40,40,50,0,7.9079953299737e+211,0,"LR (40, True)"
5,23,50,40,40,50,0,2.8954490522147427e+32,0,"LR (40, True)"
6,23,60,40,40,50,0,2.950820163076684e+16,0,"LR (40, True)"
7,23,70,40,40,50,0,9650.135412959125,0,"LR (40, True)"
8,23,80,40,40,50,0,7.576035259142898e+16,0,"LR (40, True)"
9,23,90,40,40,50,0,5.220104970744065e+102,0,"LR (40, True)"
10,23,100,40,40,50,0,1.0487565853224289e+177,0,"LR (40, True)"
0,24,5,40,40,50,0,29127.11826753185,0,"LR (40, True)"
1,24,10,40,40,50,0,3.4288017216483386e+24,0,"LR (40, True)"
2,24,20,40,40,50,0,3.7316771148744216e+121,0,"LR (40, True)"
3,24,30,40,40,50,0,2.9285090379355443e+47,0,"LR (40, True)"
4,24,40,40,40,50,0,inf,0,"LR (40, True)"
5,24,50,40,40,50,0,37208877866260.8,0,"LR (40, True)"
6,24,60,40,40,50,0,3259841711.0287232,0,"LR (40, True)"
7,24,70,40,40,50,0,55503134.72135304,0,"LR (40, True)"
8,24,80,40,40,50,0,1.4940108432279338e+16,0,"LR (40, True)"
9,24,90,40,40,50,0,5.545233273625824e+51,0,"LR (40, True)"
10,24,100,40,40,50,0,5.58535934482691e+29,0,"LR (40, True)"
0,25,5,40,40,50,0,291808.45664217975,0,"LR (40, True)"
1,25,10,40,40,50,0,2.9178494235551886e+31,0,"LR (40, True)"
2,25,20,40,40,50,0,4.7392625876467435e+55,0,"LR (40, True)"
3,25,30,40,40,50,0,7.075766856929811e+27,0,"LR (40, True)"
4,25,40,40,40,50,0,6.922358631882402e+32,0,"LR (40, True)"
5,25,50,40,40,50,0,16077.837527331558,0,"LR (40, True)"
6,25,60,40,40,50,0,2.236142563813943e+19,0,"LR (40, True)"
7,25,70,40,40,50,0,2.0689164765303402e+39,0,"LR (40, True)"
8,25,80,40,40,50,0,102302874556.65382,0,"LR (40, True)"
9,25,90,40,40,50,0,119203757582.01201,0,"LR (40, True)"
10,25,100,40,40,50,0,1.2357480577159324e+22,0,"LR (40, True)"
0,26,5,40,40,50,0,8.325885894549716e+29,0,"LR (40, True)"
1,26,10,40,40,50,0,2.9487430536163085e+23,0,"LR (40, True)"
2,26,20,40,40,50,0,7.565717884421044e+22,0,"LR (40, True)"
3,26,30,40,40,50,0,3.72929172640398e+23,0,"LR (40, True)"
4,26,40,40,40,50,0,1.0858460158249047e+250,0,"LR (40, True)"
5,26,50,40,40,50,0,890870674.3740342,0,"LR (40, True)"
6,26,60,40,40,50,0,5.940702476019576e+25,0,"LR (40, True)"
7,26,70,40,40,50,0,1.6314284789042236e+27,0,"LR (40, True)"
8,26,80,40,40,50,0,2.823152343682975e+38,0,"LR (40, True)"
9,26,90,40,40,50,0,2051981592783613.2,0,"LR (40, True)"
10,26,100,40,40,50,0,1.313176507716421e+16,0,"LR (40, True)"
0,27,5,40,40,50,0,103355.17547110355,0,"LR (40, True)"
1,27,10,40,40,50,0,21277127390360.953,0,"LR (40, True)"
2,27,20,40,40,50,0,1.5768973027906432e+26,0,"LR (40, True)"
3,27,30,40,40,50,0,3.2652562376159423e+44,0,"LR (40, True)"
4,27,40,40,40,50,0,9.661433838540692e+20,0,"LR (40, True)"
5,27,50,40,40,50,0,65462572086.2444,0,"LR (40, True)"
6,27,60,40,40,50,0,379794.31583966257,0,"LR (40, True)"
7,27,70,40,40,50,0,2742742276046531.0,0,"LR (40, True)"
8,27,80,40,40,50,0,1.225746488396935e+24,0,"LR (40, True)"
9,27,90,40,40,50,0,1.7987816340917984e+20,0,"LR (40, True)"
10,27,100,40,40,50,0,2.966214368161252e+22,0,"LR (40, True)"
0,28,5,40,40,50,0,1.4325231168193308e+20,0,"LR (40, True)"
1,28,10,40,40,50,0,1077694.3724264635,0,"LR (40, True)"
2,28,20,40,40,50,0,1.8408123076472566e+19,0,"LR (40, True)"
3,28,30,40,40,50,0,622272224433680.2,0,"LR (40, True)"
4,28,40,40,40,50,0,3.4968868111480977e+58,0,"LR (40, True)"
5,28,50,40,40,50,0,73.83894051455354,0,"LR (40, True)"
6,28,60,40,40,50,0,6.191445512500578e+20,0,"LR (40, True)"
