,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
0,0,5,50,50,50,0,27274706.51857719,0,"LR (50, True)"
1,0,10,50,50,50,0,108894964338328.86,0,"LR (50, True)"
2,0,20,50,50,50,0,8051383656.770225,0,"LR (50, True)"
3,0,30,50,50,50,0,5831702233726172.0,0,"LR (50, True)"
4,0,40,50,50,50,0,7.082256310952106e+67,0,"LR (50, True)"
5,0,50,50,50,50,0,1.3448895156007316e+50,0,"LR (50, True)"
6,0,60,50,50,50,0,8534.601780651392,0,"LR (50, True)"
7,0,70,50,50,50,0,6073258033.6644125,0,"LR (50, True)"
8,0,80,50,50,50,0,8.258259008876167e+24,0,"LR (50, True)"
9,0,90,50,50,50,0,3.3936474571557595e+23,0,"LR (50, True)"
10,0,100,50,50,50,0,2.0371029160083996e+41,0,"LR (50, True)"
0,1,5,50,50,50,0,1.9768653651453227e+44,0,"LR (50, True)"
1,1,10,50,50,50,0,45118852093.84141,0,"LR (50, True)"
2,1,20,50,50,50,0,14237333131.838623,0,"LR (50, True)"
3,1,30,50,50,50,0,400274322768.8069,0,"LR (50, True)"
4,1,40,50,50,50,0,60409.391577705646,0,"LR (50, True)"
5,1,50,50,50,50,0,3.209267805613218e+31,0,"LR (50, True)"
6,1,60,50,50,50,0,2307764573314.537,0,"LR (50, True)"
7,1,70,50,50,50,0,7.049541386274278e+47,0,"LR (50, True)"
8,1,80,50,50,50,0,1.287931351302207e+24,0,"LR (50, True)"
9,1,90,50,50,50,0,5.089924868857768e+50,0,"LR (50, True)"
10,1,100,50,50,50,0,7.461215565024272e+45,0,"LR (50, True)"
0,2,5,50,50,50,0,7.179012587119371e+16,0,"LR (50, True)"
1,2,10,50,50,50,0,25666303016081.34,0,"LR (50, True)"
2,2,20,50,50,50,0,3.471041044913419e+35,0,"LR (50, True)"
3,2,30,50,50,50,0,278932409.8312535,0,"LR (50, True)"
4,2,40,50,50,50,0,1226696751630773.5,0,"LR (50, True)"
5,2,50,50,50,50,0,inf,0,"LR (50, True)"
6,2,60,50,50,50,0,357889748.0451357,0,"LR (50, True)"
7,2,70,50,50,50,0,570294973773.0166,0,"LR (50, True)"
8,2,80,50,50,50,0,2.697302107988369e+19,0,"LR (50, True)"
9,2,90,50,50,50,0,19483488225.958702,0,"LR (50, True)"
10,2,100,50,50,50,0,5.775677291441619e+24,0,"LR (50, True)"
0,3,5,50,50,50,0,513696.3615679289,0,"LR (50, True)"
1,3,10,50,50,50,0,8490866.01420869,0,"LR (50, True)"
2,3,20,50,50,50,0,8.337359806388286e+34,0,"LR (50, True)"
3,3,30,50,50,50,0,1.371374252073914e+78,0,"LR (50, True)"
4,3,40,50,50,50,0,4.4070487691245626e+27,0,"LR (50, True)"
5,3,50,50,50,50,0,7.882570581882413e+58,0,"LR (50, True)"
6,3,60,50,50,50,0,11835404695.978611,0,"LR (50, True)"
7,3,70,50,50,50,0,3182386443.7774215,0,"LR (50, True)"
8,3,80,50,50,50,0,1.0224284790023065e+22,0,"LR (50, True)"
9,3,90,50,50,50,0,56137901125.05019,0,"LR (50, True)"
10,3,100,50,50,50,0,1.1261047984465593e+111,0,"LR (50, True)"
0,4,5,50,50,50,0,9.93317992904941e+25,0,"LR (50, True)"
1,4,10,50,50,50,0,185852469547010.8,0,"LR (50, True)"
2,4,20,50,50,50,0,2.036244745192474e+24,0,"LR (50, True)"
3,4,30,50,50,50,0,32513734786.455616,0,"LR (50, True)"
4,4,40,50,50,50,0,432770705305672.25,0,"LR (50, True)"
5,4,50,50,50,50,0,8.029980800265864e+114,0,"LR (50, True)"
6,4,60,50,50,50,0,8005386708136503.0,0,"LR (50, True)"
7,4,70,50,50,50,0,427341.8170246719,0,"LR (50, True)"
8,4,80,50,50,50,0,6.810348127576318e+27,0,"LR (50, True)"
9,4,90,50,50,50,0,1544312687139.546,0,"LR (50, True)"
10,4,100,50,50,50,0,1.5158178449809048e+25,0,"LR (50, True)"
0,5,5,50,50,50,0,67163308998724.03,0,"LR (50, True)"
1,5,10,50,50,50,0,717231783013.468,0,"LR (50, True)"
2,5,20,50,50,50,0,1.6431301380208014e+56,0,"LR (50, True)"
3,5,30,50,50,50,0,14788.4724051005,0,"LR (50, True)"
4,5,40,50,50,50,0,2.2744082923730263e+34,0,"LR (50, True)"
5,5,50,50,50,50,0,inf,0,"LR (50, True)"
6,5,60,50,50,50,0,68381898177.58626,0,"LR (50, True)"
7,5,70,50,50,50,0,1.6971501023108066e+32,0,"LR (50, True)"
8,5,80,50,50,50,0,5.018706358490263e+149,0,"LR (50, True)"
9,5,90,50,50,50,0,3.550067681976478e+129,0,"LR (50, True)"
10,5,100,50,50,50,0,4.957834523856755e+24,0,"LR (50, True)"
0,6,5,50,50,50,0,1198202385.8555415,0,"LR (50, True)"
1,6,10,50,50,50,0,2.8209304411381216e+17,0,"LR (50, True)"
2,6,20,50,50,50,0,103211734448754.0,0,"LR (50, True)"
3,6,30,50,50,50,0,496499263666355.7,0,"LR (50, True)"
4,6,40,50,50,50,0,4917982244204.242,0,"LR (50, True)"
5,6,50,50,50,50,0,1.7737864757211916e+63,0,"LR (50, True)"
6,6,60,50,50,50,0,54219266.38212282,0,"LR (50, True)"
7,6,70,50,50,50,0,4.905731374446205e+44,0,"LR (50, True)"
8,6,80,50,50,50,0,20500656979.541985,0,"LR (50, True)"
9,6,90,50,50,50,0,4.811354395293409e+31,0,"LR (50, True)"
10,6,100,50,50,50,0,2.152795231998684e+16,0,"LR (50, True)"
0,7,5,50,50,50,0,9.142331344423218e+16,0,"LR (50, True)"
1,7,10,50,50,50,0,4.1880902300493e+100,0,"LR (50, True)"
2,7,20,50,50,50,0,1026395735488.5228,0,"LR (50, True)"
3,7,30,50,50,50,0,1.0697613794658227e+38,0,"LR (50, True)"
4,7,40,50,50,50,0,5.0968941202779544e+16,0,"LR (50, True)"
5,7,50,50,50,50,0,1.044685716156003e+227,0,"LR (50, True)"
6,7,60,50,50,50,0,4048492.8397886325,0,"LR (50, True)"
7,7,70,50,50,50,0,52502446451.88622,0,"LR (50, True)"
8,7,80,50,50,50,0,inf,0,"LR (50, True)"
9,7,90,50,50,50,0,209287826770.04608,0,"LR (50, True)"
10,7,100,50,50,50,0,8.898279647666526e+45,0,"LR (50, True)"
0,8,5,50,50,50,0,58757247.557558715,0,"LR (50, True)"
1,8,10,50,50,50,0,272917696752172.62,0,"LR (50, True)"
2,8,20,50,50,50,0,1.22776811261125e+16,0,"LR (50, True)"
3,8,30,50,50,50,0,6.120799000205275e+43,0,"LR (50, True)"
4,8,40,50,50,50,0,48288986238.03189,0,"LR (50, True)"
5,8,50,50,50,50,0,1.542183070604173e+71,0,"LR (50, True)"
6,8,60,50,50,50,0,32822668.48244579,0,"LR (50, True)"
7,8,70,50,50,50,0,2.1086792081503658e+17,0,"LR (50, True)"
8,8,80,50,50,50,0,139324227712962.27,0,"LR (50, True)"
9,8,90,50,50,50,0,2.685933444034986e+74,0,"LR (50, True)"
10,8,100,50,50,50,0,1.0212609764130821e+20,0,"LR (50, True)"
0,9,5,50,50,50,0,176454033792.23694,0,"LR (50, True)"
1,9,10,50,50,50,0,1.3268618784626527e+30,0,"LR (50, True)"
2,9,20,50,50,50,0,1.2143947429563395e+34,0,"LR (50, True)"
3,9,30,50,50,50,0,2.083939951541696e+29,0,"LR (50, True)"
4,9,40,50,50,50,0,147589213562.37073,0,"LR (50, True)"
5,9,50,50,50,50,0,2.765299340488759e+61,0,"LR (50, True)"
6,9,60,50,50,50,0,102842128199565.19,0,"LR (50, True)"
7,9,70,50,50,50,0,163166293874.02237,0,"LR (50, True)"
8,9,80,50,50,50,0,2.5377484479120314e+27,0,"LR (50, True)"
9,9,90,50,50,50,0,17709725331280.28,0,"LR (50, True)"
10,9,100,50,50,50,0,1.9249221536596348e+16,0,"LR (50, True)"
0,10,5,50,50,50,0,7.534568076899008e+169,0,"LR (50, True)"
1,10,10,50,50,50,0,3.1815253383439445e+143,0,"LR (50, True)"
2,10,20,50,50,50,0,16444297504.493141,0,"LR (50, True)"
3,10,30,50,50,50,0,1.7914897912590464e+24,0,"LR (50, True)"
4,10,40,50,50,50,0,1.0189259426647306e+34,0,"LR (50, True)"
5,10,50,50,50,50,0,1.440953737203197e+81,0,"LR (50, True)"
6,10,60,50,50,50,0,2967755626266087.5,0,"LR (50, True)"
7,10,70,50,50,50,0,1.7863992292156362e+45,0,"LR (50, True)"
8,10,80,50,50,50,0,4.375038248193907e+17,0,"LR (50, True)"
9,10,90,50,50,50,0,2704475981.551393,0,"LR (50, True)"
10,10,100,50,50,50,0,4.744038254013705e+44,0,"LR (50, True)"
0,11,5,50,50,50,0,606665398.4842354,0,"LR (50, True)"
1,11,10,50,50,50,0,793085730579.4656,0,"LR (50, True)"
