,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
2,11,20,50,50,50,0,1.0738384222019662e+17,0,"LR (50, True)"
3,11,30,50,50,50,0,7.813439081291062e+29,0,"LR (50, True)"
4,11,40,50,50,50,0,1.2793256895548848e+29,0,"LR (50, True)"
5,11,50,50,50,50,0,8.946229654421275e+54,0,"LR (50, True)"
6,11,60,50,50,50,0,1.3245969218107935e+19,0,"LR (50, True)"
7,11,70,50,50,50,0,8.137137724626099e+120,0,"LR (50, True)"
8,11,80,50,50,50,0,11366.020399377749,0,"LR (50, True)"
9,11,90,50,50,50,0,2.5612028183167213e+40,0,"LR (50, True)"
10,11,100,50,50,50,0,890555967235663.2,0,"LR (50, True)"
0,12,5,50,50,50,0,7511214589365.28,0,"LR (50, True)"
1,12,10,50,50,50,0,5.90234604222702e+16,0,"LR (50, True)"
2,12,20,50,50,50,0,3.940807479493747e+35,0,"LR (50, True)"
3,12,30,50,50,50,0,1647076651132926.5,0,"LR (50, True)"
4,12,40,50,50,50,0,1.9362871230785057e+54,0,"LR (50, True)"
5,12,50,50,50,50,0,4.663784000223672e+96,0,"LR (50, True)"
6,12,60,50,50,50,0,79533533217945.38,0,"LR (50, True)"
7,12,70,50,50,50,0,2.3262514539685186e+33,0,"LR (50, True)"
8,12,80,50,50,50,0,2.380999379732325e+22,0,"LR (50, True)"
9,12,90,50,50,50,0,5012152805753.316,0,"LR (50, True)"
10,12,100,50,50,50,0,1.1443840524761223e+39,0,"LR (50, True)"
0,13,5,50,50,50,0,70832594721.01993,0,"LR (50, True)"
1,13,10,50,50,50,0,527243162626471.6,0,"LR (50, True)"
2,13,20,50,50,50,0,3.0131500116920396e+16,0,"LR (50, True)"
3,13,30,50,50,50,0,1.7975684632844792e+42,0,"LR (50, True)"
4,13,40,50,50,50,0,8.363526229123009e+25,0,"LR (50, True)"
5,13,50,50,50,50,0,6.611853423510761e+69,0,"LR (50, True)"
6,13,60,50,50,50,0,5.54254810545008e+36,0,"LR (50, True)"
7,13,70,50,50,50,0,1.157023865528545e+18,0,"LR (50, True)"
8,13,80,50,50,50,0,2753702.9127663183,0,"LR (50, True)"
9,13,90,50,50,50,0,2.646789193122346e+28,0,"LR (50, True)"
10,13,100,50,50,50,0,1.8986401070982497e+150,0,"LR (50, True)"
0,14,5,50,50,50,0,21835.27017419368,0,"LR (50, True)"
1,14,10,50,50,50,0,27964588.70018225,0,"LR (50, True)"
2,14,20,50,50,50,0,1.93753059401536e+16,0,"LR (50, True)"
3,14,30,50,50,50,0,2.281341107255293e+26,0,"LR (50, True)"
4,14,40,50,50,50,0,2.611683551638458e+31,0,"LR (50, True)"
5,14,50,50,50,50,0,1.8290596101413345e+51,0,"LR (50, True)"
6,14,60,50,50,50,0,1.2298312096263989e+27,0,"LR (50, True)"
7,14,70,50,50,50,0,16978239925.882126,0,"LR (50, True)"
8,14,80,50,50,50,0,3.5559109429545556e+36,0,"LR (50, True)"
9,14,90,50,50,50,0,9.334889206292654e+24,0,"LR (50, True)"
10,14,100,50,50,50,0,9.280522219404718e+41,0,"LR (50, True)"
0,15,5,50,50,50,0,4.8184012286518375e+20,0,"LR (50, True)"
1,15,10,50,50,50,0,2.4487606857610487e+20,0,"LR (50, True)"
2,15,20,50,50,50,0,5222675699.868751,0,"LR (50, True)"
3,15,30,50,50,50,0,6737456437992333.0,0,"LR (50, True)"
4,15,40,50,50,50,0,28.849553337569738,0,"LR (50, True)"
5,15,50,50,50,50,0,6.808997343202634e+42,0,"LR (50, True)"
6,15,60,50,50,50,0,3.1036515454895756e+24,0,"LR (50, True)"
7,15,70,50,50,50,0,8.722420391533773e+19,0,"LR (50, True)"
8,15,80,50,50,50,0,5596185098.773464,0,"LR (50, True)"
9,15,90,50,50,50,0,9.164104281736068e+289,0,"LR (50, True)"
10,15,100,50,50,50,0,1.0397786002668878e+94,0,"LR (50, True)"
0,16,5,50,50,50,0,8.352283796572654e+28,0,"LR (50, True)"
1,16,10,50,50,50,0,302793753120.62427,0,"LR (50, True)"
2,16,20,50,50,50,0,5.492596600892565e+149,0,"LR (50, True)"
3,16,30,50,50,50,0,237668262701.1882,0,"LR (50, True)"
4,16,40,50,50,50,0,1.7747783727122915e+23,0,"LR (50, True)"
5,16,50,50,50,50,0,6.9111575473102076e+47,0,"LR (50, True)"
6,16,60,50,50,50,0,13501823945412.775,0,"LR (50, True)"
7,16,70,50,50,50,0,2037453.2581449477,0,"LR (50, True)"
8,16,80,50,50,50,0,1.386668864826171e+19,0,"LR (50, True)"
9,16,90,50,50,50,0,376971948212.33984,0,"LR (50, True)"
10,16,100,50,50,50,0,383088485.71074903,0,"LR (50, True)"
0,17,5,50,50,50,0,1.2029287515262057e+24,0,"LR (50, True)"
1,17,10,50,50,50,0,670.5500967192655,0,"LR (50, True)"
2,17,20,50,50,50,0,6.5629727357077155e+22,0,"LR (50, True)"
3,17,30,50,50,50,0,3013636032791246.0,0,"LR (50, True)"
4,17,40,50,50,50,0,5.010258177591229e+18,0,"LR (50, True)"
5,17,50,50,50,50,0,5.2587664153882826e+45,0,"LR (50, True)"
6,17,60,50,50,50,0,750149970.8082014,0,"LR (50, True)"
7,17,70,50,50,50,0,78313.39015176648,0,"LR (50, True)"
8,17,80,50,50,50,0,8.134286519072581e+21,0,"LR (50, True)"
9,17,90,50,50,50,0,517729523.66968924,0,"LR (50, True)"
10,17,100,50,50,50,0,1.8576158287112038e+23,0,"LR (50, True)"
0,18,5,50,50,50,0,6.992627405462228e+21,0,"LR (50, True)"
1,18,10,50,50,50,0,1606416.5468329755,0,"LR (50, True)"
2,18,20,50,50,50,0,67703370177875.64,0,"LR (50, True)"
3,18,30,50,50,50,0,542485628033390.56,0,"LR (50, True)"
4,18,40,50,50,50,0,1.3834188191602952e+36,0,"LR (50, True)"
5,18,50,50,50,50,0,3.0016123970129334e+53,0,"LR (50, True)"
6,18,60,50,50,50,0,94441662.40718386,0,"LR (50, True)"
7,18,70,50,50,50,0,18961746001297.67,0,"LR (50, True)"
8,18,80,50,50,50,0,9.281320602205406e+59,0,"LR (50, True)"
9,18,90,50,50,50,0,22808517046610.76,0,"LR (50, True)"
10,18,100,50,50,50,0,1.0307406239380984e+22,0,"LR (50, True)"
0,19,5,50,50,50,0,11244608492.327469,0,"LR (50, True)"
1,19,10,50,50,50,0,651655604901.3981,0,"LR (50, True)"
2,19,20,50,50,50,0,2.360781217592158e+38,0,"LR (50, True)"
3,19,30,50,50,50,0,1610429226849363.0,0,"LR (50, True)"
4,19,40,50,50,50,0,5.733632359913714e+20,0,"LR (50, True)"
5,19,50,50,50,50,0,8.740307345884678e+108,0,"LR (50, True)"
6,19,60,50,50,50,0,1.1641120924924578e+26,0,"LR (50, True)"
7,19,70,50,50,50,0,35799253.262849644,0,"LR (50, True)"
8,19,80,50,50,50,0,21508288196.127964,0,"LR (50, True)"
9,19,90,50,50,50,0,349913282.467401,0,"LR (50, True)"
10,19,100,50,50,50,0,4.858660156186763e+42,0,"LR (50, True)"
0,20,5,50,50,50,0,3.158522807233157e+16,0,"LR (50, True)"
1,20,10,50,50,50,0,1.5079900149210562e+16,0,"LR (50, True)"
2,20,20,50,50,50,0,1480071.2241241445,0,"LR (50, True)"
3,20,30,50,50,50,0,8.533062663529025e+20,0,"LR (50, True)"
4,20,40,50,50,50,0,2.491345944276626e+69,0,"LR (50, True)"
5,20,50,50,50,50,0,5.125887266481661e+139,0,"LR (50, True)"
6,20,60,50,50,50,0,3.901476377379395e+24,0,"LR (50, True)"
7,20,70,50,50,50,0,1.4510076374222493e+94,0,"LR (50, True)"
8,20,80,50,50,50,0,3.147863130133064e+20,0,"LR (50, True)"
9,20,90,50,50,50,0,1.3416482957091703e+29,0,"LR (50, True)"
10,20,100,50,50,50,0,4.8811072336376305e+42,0,"LR (50, True)"
0,21,5,50,50,50,0,760976.9199478716,0,"LR (50, True)"
1,21,10,50,50,50,0,835963192.7989054,0,"LR (50, True)"
2,21,20,50,50,50,0,2.104251251100266e+23,0,"LR (50, True)"
3,21,30,50,50,50,0,1.1818825934797263e+19,0,"LR (50, True)"
4,21,40,50,50,50,0,2.163812042041747e+56,0,"LR (50, True)"
5,21,50,50,50,50,0,3.2231830933844524e+78,0,"LR (50, True)"
6,21,60,50,50,50,0,2.2949187193503667e+128,0,"LR (50, True)"
7,21,70,50,50,50,0,1.882991491367587e+43,0,"LR (50, True)"
8,21,80,50,50,50,0,502091130401.39764,0,"LR (50, True)"
9,21,90,50,50,50,0,1.9783369154417525e+20,0,"LR (50, True)"
10,21,100,50,50,50,0,1.5809872994908264e+23,0,"LR (50, True)"
0,22,5,50,50,50,0,2378135097.1356144,0,"LR (50, True)"
1,22,10,50,50,50,0,2.4395294961003812e+16,0,"LR (50, True)"
2,22,20,50,50,50,0,9870868741689.953,0,"LR (50, True)"
3,22,30,50,50,50,0,1613745197966.1516,0,"LR (50, True)"
4,22,40,50,50,50,0,5.9818270618347385e+22,0,"LR (50, True)"
5,22,50,50,50,50,0,inf,0,"LR (50, True)"
6,22,60,50,50,50,0,1351349282066931.8,0,"LR (50, True)"
7,22,70,50,50,50,0,2.4676454507770106e+29,0,"LR (50, True)"
8,22,80,50,50,50,0,3260547567181366.5,0,"LR (50, True)"
9,22,90,50,50,50,0,2.7343679242394547e+20,0,"LR (50, True)"
10,22,100,50,50,50,0,52241102283593.29,0,"LR (50, True)"
0,23,5,50,50,50,0,1.2389152411307052e+61,0,"LR (50, True)"
1,23,10,50,50,50,0,129941497.20804311,0,"LR (50, True)"
2,23,20,50,50,50,0,1.5081045721109155e+41,0,"LR (50, True)"
3,23,30,50,50,50,0,4.734319122028537e+44,0,"LR (50, True)"
4,23,40,50,50,50,0,3.404422424978069e+30,0,"LR (50, True)"
5,23,50,50,50,50,0,1.359572063284966e+62,0,"LR (50, True)"
6,23,60,50,50,50,0,1.2355318374895576e+85,0,"LR (50, True)"
7,23,70,50,50,50,0,1.4202935096518033e+30,0,"LR (50, True)"
8,23,80,50,50,50,0,9051880.274548154,0,"LR (50, True)"
9,23,90,50,50,50,0,726277.1595175497,0,"LR (50, True)"
10,23,100,50,50,50,0,inf,0,"LR (50, True)"
0,24,5,50,50,50,0,426841852813.01935,0,"LR (50, True)"
1,24,10,50,50,50,0,4.291228227863942e+17,0,"LR (50, True)"
2,24,20,50,50,50,0,3.4901914175328e+18,0,"LR (50, True)"
3,24,30,50,50,50,0,11122241625939.69,0,"LR (50, True)"
4,24,40,50,50,50,0,209708465082.2349,0,"LR (50, True)"
5,24,50,50,50,50,0,3.9742930658749826e+65,0,"LR (50, True)"
6,24,60,50,50,50,0,2.4606760512717542e+22,0,"LR (50, True)"
7,24,70,50,50,50,0,7307562971015.991,0,"LR (50, True)"
8,24,80,50,50,50,0,2.2634495438523987e+17,0,"LR (50, True)"
9,24,90,50,50,50,0,43642886048.983444,0,"LR (50, True)"
10,24,100,50,50,50,0,4870965883370352.0,0,"LR (50, True)"
0,25,5,50,50,50,0,5.62052280105002e+26,0,"LR (50, True)"
1,25,10,50,50,50,0,3.463926946290862e+47,0,"LR (50, True)"
2,25,20,50,50,50,0,9628072.59120979,0,"LR (50, True)"
3,25,30,50,50,50,0,1379009558.3393297,0,"LR (50, True)"
4,25,40,50,50,50,0,1.3953494191757742e+58,0,"LR (50, True)"
5,25,50,50,50,50,0,6.939088398185166e+223,0,"LR (50, True)"
6,25,60,50,50,50,0,3.5043440512438886e+28,0,"LR (50, True)"
7,25,70,50,50,50,0,1.1757723537655655e+84,0,"LR (50, True)"
8,25,80,50,50,50,0,3.5180447451135824e+30,0,"LR (50, True)"
9,25,90,50,50,50,0,2.591928082199125e+17,0,"LR (50, True)"
10,25,100,50,50,50,0,3.659893648083499e+46,0,"LR (50, True)"
0,26,5,50,50,50,0,236940513918.2337,0,"LR (50, True)"
1,26,10,50,50,50,0,2.0309317959250064e+33,0,"LR (50, True)"
2,26,20,50,50,50,0,2682076379.16037,0,"LR (50, True)"
3,26,30,50,50,50,0,162696286423938.47,0,"LR (50, True)"
4,26,40,50,50,50,0,16508989046.267578,0,"LR (50, True)"
5,26,50,50,50,50,0,2.264380263742224e+86,0,"LR (50, True)"
6,26,60,50,50,50,0,1042079942082.3483,0,"LR (50, True)"
7,26,70,50,50,50,0,4820631574.523626,0,"LR (50, True)"
8,26,80,50,50,50,0,5316238.87968836,0,"LR (50, True)"
9,26,90,50,50,50,0,2.3758176810668938e+132,0,"LR (50, True)"
10,26,100,50,50,50,0,6764785452656.59,0,"LR (50, True)"
0,27,5,50,50,50,0,4.7777732399445796e+75,0,"LR (50, True)"
1,27,10,50,50,50,0,7.039679769617258e+20,0,"LR (50, True)"
2,27,20,50,50,50,0,2.097448584276656e+19,0,"LR (50, True)"
3,27,30,50,50,50,0,1.3424568959693125e+24,0,"LR (50, True)"
4,27,40,50,50,50,0,27129916424980.824,0,"LR (50, True)"
5,27,50,50,50,50,0,3.233152756204296e+79,0,"LR (50, True)"
6,27,60,50,50,50,0,2.439584328363705e+18,0,"LR (50, True)"
7,27,70,50,50,50,0,370554572531690.3,0,"LR (50, True)"
8,27,80,50,50,50,0,56342205459556.77,0,"LR (50, True)"
9,27,90,50,50,50,0,573660318949.9259,0,"LR (50, True)"
10,27,100,50,50,50,0,10588242362644.703,0,"LR (50, True)"
0,28,5,50,50,50,0,2.7511332604440998e+19,0,"LR (50, True)"
1,28,10,50,50,50,0,6.21174597287351e+17,0,"LR (50, True)"
2,28,20,50,50,50,0,5.7951881767285216e+112,0,"LR (50, True)"
3,28,30,50,50,50,0,1846088212.4649491,0,"LR (50, True)"
4,28,40,50,50,50,0,244444.07874038242,0,"LR (50, True)"
5,28,50,50,50,50,0,1.3370468528091734e+48,0,"LR (50, True)"
6,28,60,50,50,50,0,1803109119985.8381,0,"LR (50, True)"
7,28,70,50,50,50,0,203408796.4009612,0,"LR (50, True)"
8,28,80,50,50,50,0,3.8221201353384443e+18,0,"LR (50, True)"
9,28,90,50,50,50,0,3.752816083597625e+52,0,"LR (50, True)"
10,28,100,50,50,50,0,2.3004643337376904e+18,0,"LR (50, True)"
0,29,5,50,50,50,0,1873592176.8408048,0,"LR (50, True)"
1,29,10,50,50,50,0,3.3144096662682825e+21,0,"LR (50, True)"
2,29,20,50,50,50,0,1815407284420.5498,0,"LR (50, True)"
3,29,30,50,50,50,0,1.3392173763308987e+21,0,"LR (50, True)"
4,29,40,50,50,50,0,2.1978554244731576e+35,0,"LR (50, True)"
5,29,50,50,50,50,0,7.377103018539265e+99,0,"LR (50, True)"
6,29,60,50,50,50,0,3.7280234638538536e+16,0,"LR (50, True)"
7,29,70,50,50,50,0,6.957432260134396e+17,0,"LR (50, True)"
8,29,80,50,50,50,0,16937901.730525997,0,"LR (50, True)"
9,29,90,50,50,50,0,12399180786690.064,0,"LR (50, True)"
10,29,100,50,50,50,0,7.43191795534214e+31,0,"LR (50, True)"
