,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
151,8.0,13,80,20,20,50,0,9470.47329662048,0,"LR (20, True)"
152,9.0,13,90,20,20,50,0,8.789117135721422e+17,0,"LR (20, True)"
153,10.0,13,100,20,20,50,0,8.419207468764722e+22,0,"LR (20, True)"
154,0.0,14,5,20,20,50,0,8.096392140409979e+33,0,"LR (20, True)"
155,1.0,14,10,20,20,50,0,5721879980.38192,0,"LR (20, True)"
156,2.0,14,20,20,20,50,0,935925035.35591,0,"LR (20, True)"
157,3.0,14,30,20,20,50,0,513084398.3540846,0,"LR (20, True)"
158,4.0,14,40,20,20,50,0,397467057991.8081,0,"LR (20, True)"
159,5.0,14,50,20,20,50,0,2041.6599584437367,0,"LR (20, True)"
160,6.0,14,60,20,20,50,0,11476705.723106371,0,"LR (20, True)"
161,7.0,14,70,20,20,50,0,5042004901.066989,0,"LR (20, True)"
162,8.0,14,80,20,20,50,0,1.3944166233037936e+23,0,"LR (20, True)"
163,9.0,14,90,20,20,50,0,8579940148915.005,0,"LR (20, True)"
164,10.0,14,100,20,20,50,0,256439875436063.3,0,"LR (20, True)"
165,0.0,15,5,20,20,50,0,2.419612426046152e+23,0,"LR (20, True)"
166,1.0,15,10,20,20,50,0,111847241046864.56,0,"LR (20, True)"
167,2.0,15,20,20,20,50,0,5.192553107834991e+24,0,"LR (20, True)"
168,3.0,15,30,20,20,50,0,1.0549621789676252e+36,0,"LR (20, True)"
169,4.0,15,40,20,20,50,0,2.632114076105744e+32,0,"LR (20, True)"
170,5.0,15,50,20,20,50,0,25241.16099877139,0,"LR (20, True)"
171,6.0,15,60,20,20,50,0,6.247125901409367e+19,0,"LR (20, True)"
172,7.0,15,70,20,20,50,0,8.420642285322443e+20,0,"LR (20, True)"
173,8.0,15,80,20,20,50,0,4120366561.802091,0,"LR (20, True)"
174,9.0,15,90,20,20,50,0,426001.910706698,0,"LR (20, True)"
175,10.0,15,100,20,20,50,0,13164630.318967164,0,"LR (20, True)"
176,0.0,16,5,20,20,50,0,4706888.800370832,0,"LR (20, True)"
177,1.0,16,10,20,20,50,0,1873635.708800822,0,"LR (20, True)"
178,2.0,16,20,20,20,50,0,8.724393792264198e+34,0,"LR (20, True)"
179,3.0,16,30,20,20,50,0,12718949817357.115,0,"LR (20, True)"
180,4.0,16,40,20,20,50,0,9575516044629.217,0,"LR (20, True)"
181,5.0,16,50,20,20,50,0,629845.1152833533,0,"LR (20, True)"
182,6.0,16,60,20,20,50,0,3.246090151771372e+20,0,"LR (20, True)"
183,7.0,16,70,20,20,50,0,2466171127.468843,0,"LR (20, True)"
184,8.0,16,80,20,20,50,0,121455304245050.23,0,"LR (20, True)"
185,9.0,16,90,20,20,50,0,43062293.10642411,0,"LR (20, True)"
186,10.0,16,100,20,20,50,0,395.48727815445136,0,"LR (20, True)"
187,0.0,17,5,20,20,50,0,885957.4133267009,0,"LR (20, True)"
188,1.0,17,10,20,20,50,0,1267.8977906183577,0,"LR (20, True)"
189,2.0,17,20,20,20,50,0,2.430792741192176e+53,0,"LR (20, True)"
190,3.0,17,30,20,20,50,0,2063979323.127171,0,"LR (20, True)"
191,4.0,17,40,20,20,50,0,3.712617574578609e+25,0,"LR (20, True)"
192,5.0,17,50,20,20,50,0,59336313.478833,0,"LR (20, True)"
193,6.0,17,60,20,20,50,0,2.049441390922721e+25,0,"LR (20, True)"
194,7.0,17,70,20,20,50,0,2.089938811062635e+25,0,"LR (20, True)"
195,8.0,17,80,20,20,50,0,9024555302499772.0,0,"LR (20, True)"
196,9.0,17,90,20,20,50,0,3.402650285697772e+29,0,"LR (20, True)"
197,10.0,17,100,20,20,50,0,5.266756150061788e+19,0,"LR (20, True)"
198,0.0,18,5,20,20,50,0,6.923973699595444e+17,0,"LR (20, True)"
199,1.0,18,10,20,20,50,0,3413304.0255571147,0,"LR (20, True)"
200,2.0,18,20,20,20,50,0,5.5246755330505055e+57,0,"LR (20, True)"
201,3.0,18,30,20,20,50,0,1.523323295324185e+155,0,"LR (20, True)"
