,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0,50,10,10,50,4.97686445605737e-07,0,LR (True)
1,0,50,100,100,50,0.0011889406599873789,0,LR (True)
2,0,50,200,200,50,0.018427209319573458,0,LR (True)
3,0,50,300,300,50,11.121510086478755,0,LR (True)
0,1,50,10,10,50,2.696137493696538e-05,0,LR (True)
1,1,50,100,100,50,3.3107907050325556e-05,0,LR (True)
2,1,50,200,200,50,0.009016531778631343,0,LR (True)
3,1,50,300,300,50,3922.262184245155,0,LR (True)
0,2,50,10,10,50,3.268424047758991e-07,0,LR (True)
1,2,50,100,100,50,5.879629667437496e-06,0,LR (True)
2,2,50,200,200,50,1.728412261156756,0,LR (True)
3,2,50,300,300,50,344.19285800504645,0,LR (True)
0,3,50,10,10,50,2.643213015353493e-07,0,LR (True)
1,3,50,100,100,50,5.582742045034494e-06,0,LR (True)
2,3,50,200,200,50,0.0822260387988708,0,LR (True)
3,3,50,300,300,50,68.54992329069013,0,LR (True)
0,4,50,10,10,50,2.8285957180964836e-08,0,LR (True)
1,4,50,100,100,50,2.375285406165538e-05,0,LR (True)
2,4,50,200,200,50,0.04487643662563562,0,LR (True)
3,4,50,300,300,50,2.906424581546097,0,LR (True)
0,5,50,10,10,50,6.222695376742304e-06,0,LR (True)
1,5,50,100,100,50,9.49288605387046e-05,0,LR (True)
2,5,50,200,200,50,0.04555285104173316,0,LR (True)
3,5,50,300,300,50,2.643475825702609,0,LR (True)
0,6,50,10,10,50,1.5359517431526764e-07,0,LR (True)
1,6,50,100,100,50,1.2427720404566804e-05,0,LR (True)
2,6,50,200,200,50,0.02078351524127356,0,LR (True)
3,6,50,300,300,50,1995.9614544702845,0,LR (True)
0,7,50,10,10,50,7.797180457718255e-05,0,LR (True)
1,7,50,100,100,50,0.018497868689976514,0,LR (True)
2,7,50,200,200,50,0.016862057606310127,0,LR (True)
3,7,50,300,300,50,19882000.042602744,0,LR (True)
0,8,50,10,10,50,5.77599789768038e-07,0,LR (True)
1,8,50,100,100,50,1.2076597627676973e-05,0,LR (True)
2,8,50,200,200,50,0.0681567589205794,0,LR (True)
3,8,50,300,300,50,32.347535363201395,0,LR (True)
0,9,50,10,10,50,2.3161165638600694e-07,0,LR (True)
1,9,50,100,100,50,0.0002067354796861983,0,LR (True)
2,9,50,200,200,50,0.09880195103125403,0,LR (True)
3,9,50,300,300,50,13.80755288721232,0,LR (True)
0,10,50,10,10,50,2.356393419158776e-07,0,LR (True)
1,10,50,100,100,50,1.3619200636566873e-05,0,LR (True)
2,10,50,200,200,50,1.7098681470725636,0,LR (True)
3,10,50,300,300,50,3.9677888034687294,0,LR (True)
0,11,50,10,10,50,2.88721773092618e-07,0,LR (True)
1,11,50,100,100,50,0.00013042276423323482,0,LR (True)
2,11,50,200,200,50,0.0037524440268042174,0,LR (True)
3,11,50,300,300,50,3455.4902463377875,0,LR (True)
0,12,50,10,10,50,2.9584649222024563e-05,0,LR (True)
1,12,50,100,100,50,5.87607836576509e-06,0,LR (True)
2,12,50,200,200,50,318.23107503469674,0,LR (True)
3,12,50,300,300,50,4.230371640159644,0,LR (True)
0,13,50,10,10,50,2.4815663155435297e-07,0,LR (True)
1,13,50,100,100,50,2.8432127909736374e-06,0,LR (True)
2,13,50,200,200,50,0.09957997070328276,0,LR (True)
3,13,50,300,300,50,375.01708940893633,0,LR (True)
0,14,50,10,10,50,1.1338702485918072e-06,0,LR (True)
1,14,50,100,100,50,3.426314733288079e-05,0,LR (True)
2,14,50,200,200,50,0.006067193963970724,0,LR (True)
3,14,50,300,300,50,2572.7375150261632,0,LR (True)
0,15,50,10,10,50,5.81758574981886e-05,0,LR (True)
1,15,50,100,100,50,4.273425491500916e-06,0,LR (True)
2,15,50,200,200,50,0.006234825972263943,0,LR (True)
3,15,50,300,300,50,983.9622326229385,0,LR (True)
0,16,50,10,10,50,1.0855900417652729e-07,0,LR (True)
1,16,50,100,100,50,3.6856141378603757e-06,0,LR (True)
2,16,50,200,200,50,0.24340098165281257,0,LR (True)
3,16,50,300,300,50,11866.533521278,0,LR (True)
0,17,50,10,10,50,2.35405448700316e-05,0,LR (True)
1,17,50,100,100,50,0.00020565815668784938,0,LR (True)
2,17,50,200,200,50,0.13081938789901607,0,LR (True)
3,17,50,300,300,50,44.3826121184434,0,LR (True)
0,18,50,10,10,50,2.612027241108558e-07,0,LR (True)
1,18,50,100,100,50,3.076361162570175e-06,0,LR (True)
2,18,50,200,200,50,1.8284895089114277,0,LR (True)
3,18,50,300,300,50,2582.355388627281,0,LR (True)
0,19,50,10,10,50,9.654692962841274e-07,0,LR (True)
1,19,50,100,100,50,3.678325962026677e-05,0,LR (True)
2,19,50,200,200,50,0.11386788110613551,0,LR (True)
3,19,50,300,300,50,2118.2575080993815,0,LR (True)
0,20,50,10,10,50,3.1097143676085667e-06,0,LR (True)
1,20,50,100,100,50,1.3736557788952597e-05,0,LR (True)
2,20,50,200,200,50,0.0031275074875494768,0,LR (True)
3,20,50,300,300,50,8.802278641799344,0,LR (True)
0,21,50,10,10,50,8.32086035830311e-08,0,LR (True)
