,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
5,500,1000,1000,50,24367054.846663307,0,Simple
0,500,5,5,50,2.347006883360413,0,Simple
1,500,10,10,50,442.8066575658418,0,Simple
2,500,50,50,50,5889.584452978008,0,Simple
3,500,100,100,50,97382.84332722584,0,Simple
4,500,500,500,50,1720052.1413741934,0,Simple
5,500,1000,1000,50,1432683.1915585115,0,Simple
0,500,5,5,50,1.1288501136262439,0,Simple
1,500,10,10,50,7.351226529066571,0,Simple
2,500,50,50,50,4924.753208728417,0,Simple
3,500,100,100,50,15905.785149677615,0,Simple
4,500,500,500,50,11039951.942046756,0,Simple
5,500,1000,1000,50,1022288.8412259709,0,Simple
0,500,5,5,50,148.84786550287257,0,Simple
1,500,10,10,50,60313063.46992618,0,Simple
2,500,50,50,50,22570.786727335766,0,Simple
3,500,100,100,50,10173.737955541294,0,Simple
4,500,500,500,50,759404.859985857,0,Simple
5,500,1000,1000,50,3918423.6326682954,0,Simple
0,500,5,5,50,1194.6056691798653,0,Simple
1,500,10,10,50,9.588241394166939,0,Simple
2,500,50,50,50,71184.24140102792,0,Simple
3,500,100,100,50,11813.830463616281,0,Simple
4,500,500,500,50,1148959987.5145,0,Simple
5,500,1000,1000,50,18781812.833825633,0,Simple
0,500,5,5,50,2227.7200812655956,0,Simple
1,500,10,10,50,152.00199359897854,0,Simple
2,500,50,50,50,351.682697243259,0,Simple
3,500,100,100,50,32649.538296177667,0,Simple
4,500,500,500,50,354878.78294722736,0,Simple
5,500,1000,1000,50,1054674.7038135482,0,Simple
0,500,5,5,50,24.627652078402292,0,Simple
1,500,10,10,50,2.909886655576244,0,Simple
2,500,50,50,50,167184.03094965272,0,Simple
3,500,100,100,50,672823.8728972393,0,Simple
4,500,500,500,50,181542141.74894673,0,Simple
5,500,1000,1000,50,6579905.7298323475,0,Simple
