,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,100,2,2,50,0.011535033121869577,0,Simple
1,110,2,2,50,0.0020886934854731825,0,Simple
2,120,2,2,50,0.016714657027989514,0,Simple
3,130,2,2,50,0.01039014449650131,0,Simple
4,140,2,2,50,0.003227418371832375,0,Simple
5,150,2,2,50,0.0005113095744571769,0,Simple
6,160,2,2,50,0.005613152178403766,0,Simple
7,170,2,2,50,0.0023598258388606713,0,Simple
8,180,2,2,50,0.0017442319014479594,0,Simple
9,190,2,2,50,0.002024084124512591,0,Simple
10,200,2,2,50,0.002041208911010809,0,Simple
11,210,2,2,50,0.0032719871503880996,0,Simple
12,220,2,2,50,0.004187695286505126,0,Simple
13,230,2,2,50,0.0028338131389575604,0,Simple
14,240,2,2,50,0.003295767846454939,0,Simple
15,250,2,2,50,0.002993712232456826,0,Simple
16,260,2,2,50,0.0036921708933737576,0,Simple
17,270,2,2,50,0.002790918989871021,0,Simple
18,280,2,2,50,0.002203234097019832,0,Simple
19,290,2,2,50,0.004262877830397716,0,Simple
20,300,2,2,50,0.0029650727770238507,0,Simple
21,310,2,2,50,0.003922974597541366,0,Simple
22,320,2,2,50,0.0032287270510415423,0,Simple
23,330,2,2,50,0.003263764123239744,0,Simple
24,340,2,2,50,0.002037709130852416,0,Simple
25,350,2,2,50,0.00289706153245525,0,Simple
26,360,2,2,50,0.0023114432700154686,0,Simple
27,370,2,2,50,0.0037481933987159655,0,Simple
28,380,2,2,50,0.003746441082587777,0,Simple
29,390,2,2,50,0.0059497248369864576,0,Simple
30,400,2,2,50,0.0038851106203963847,0,Simple
31,410,2,2,50,0.004290410745009799,0,Simple
32,420,2,2,50,0.0027609220896804352,0,Simple
33,430,2,2,50,0.003416405261434511,0,Simple
34,440,2,2,50,0.00400598159245756,0,Simple
35,450,2,2,50,0.003612481980270681,0,Simple
36,460,2,2,50,0.005753893908976793,0,Simple
37,470,2,2,50,0.0034078386335055937,0,Simple
38,480,2,2,50,0.003919006367853764,0,Simple
39,490,2,2,50,0.0031805910880887936,0,Simple
40,500,2,2,50,0.00302875362688494,0,Simple
41,510,2,2,50,0.00354920743635767,0,Simple
42,520,2,2,50,0.002298294588085052,0,Simple
43,530,2,2,50,0.004457879249101785,0,Simple
44,540,2,2,50,0.005075012213924547,0,Simple
45,550,2,2,50,0.008815783215598713,0,Simple
46,560,2,2,50,0.005117978721879743,0,Simple
47,570,2,2,50,0.006354077733659573,0,Simple
48,580,2,2,50,0.00656443425716422,0,Simple
49,590,2,2,50,0.0032644487476538005,0,Simple
50,600,2,2,50,0.005327706679749763,0,Simple
51,610,2,2,50,0.0038806082418385004,0,Simple
52,620,2,2,50,0.004712478194694143,0,Simple
53,630,2,2,50,0.005393278109420038,0,Simple
54,640,2,2,50,0.005222331458101028,0,Simple
55,650,2,2,50,0.006451563544185405,0,Simple
56,660,2,2,50,0.0051142622233698795,0,Simple
57,670,2,2,50,0.002970697755376839,0,Simple
58,680,2,2,50,0.0044657922813645156,0,Simple
59,690,2,2,50,0.008097640502361515,0,Simple
60,700,2,2,50,0.004861138481280703,0,Simple
61,710,2,2,50,0.0030520226228452165,0,Simple
62,720,2,2,50,0.002008926210211749,0,Simple
63,730,2,2,50,0.004009645805971899,0,Simple
64,740,2,2,50,0.006846731908414564,0,Simple
65,750,2,2,50,0.004222556309369307,0,Simple
66,760,2,2,50,0.005115101679257868,0,Simple
67,770,2,2,50,0.002473708354270887,0,Simple
68,780,2,2,50,0.006010486386671283,0,Simple
69,790,2,2,50,0.007550189104818889,0,Simple
70,800,2,2,50,0.0029744174706220856,0,Simple
71,810,2,2,50,0.005720688262103987,0,Simple
72,820,2,2,50,0.005858444936688569,0,Simple
73,830,2,2,50,0.004293460594457005,0,Simple
74,840,2,2,50,0.004477173591245323,0,Simple
75,850,2,2,50,0.00286621453298459,0,Simple
76,860,2,2,50,0.0029512753593754354,0,Simple
77,870,2,2,50,0.0049457996872099745,0,Simple
78,880,2,2,50,0.008465716104175248,0,Simple
79,890,2,2,50,0.00422421155770722,0,Simple
80,900,2,2,50,0.008390021472979589,0,Simple
81,910,2,2,50,0.005315303825214564,0,Simple
82,920,2,2,50,0.004679914312248079,0,Simple
83,930,2,2,50,0.005165101580303936,0,Simple
84,940,2,2,50,0.005168448832357253,0,Simple
85,950,2,2,50,0.003504872640022002,0,Simple
86,960,2,2,50,0.0049952593408941716,0,Simple
87,970,2,2,50,0.005771884667188476,0,Simple
88,980,2,2,50,0.005147944532826924,0,Simple
89,990,2,2,50,0.004436564023339164,0,Simple
90,1000,2,2,50,0.0054560952875144135,0,Simple
