,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,500,5,5,50,1.3486798221344567e-06,0,LR
1,500,10,10,50,7.2857153656624426e-06,0,LR
2,500,50,50,50,3.096941504884571e-06,0,LR
3,500,100,100,50,1.0597558515937252e-05,0,LR
4,500,500,500,50,0.0015158956320617514,0,LR
5,500,1000,1000,50,0.15083495387045637,0,LR
0,500,5,5,50,6.882857380947787e-07,0,LR
1,500,10,10,50,8.094025629031851e-07,0,LR
2,500,50,50,50,0.0009312801588008872,0,LR
3,500,100,100,50,1.8042049669872078e-05,0,LR
4,500,500,500,50,0.056203853367949815,0,LR
5,500,1000,1000,50,0.0009499362739712729,0,LR
0,500,5,5,50,9.650445742912945e-06,0,LR
1,500,10,10,50,2.5949965860664254e-06,0,LR
2,500,50,50,50,6.577608480231503e-05,0,LR
3,500,100,100,50,9.115906823705339e-05,0,LR
4,500,500,500,50,0.04066026477128367,0,LR
5,500,1000,1000,50,1.9268891504086647,0,LR
0,500,5,5,50,3.9497379031786397e-07,0,LR
1,500,10,10,50,1.83942195278492e-07,0,LR
2,500,50,50,50,5.449014154959918e-06,0,LR
3,500,100,100,50,0.0020748639191809325,0,LR
4,500,500,500,50,0.0003306630714817047,0,LR
5,500,1000,1000,50,0.0007714506086356441,0,LR
0,500,5,5,50,2.380183566414564e-07,0,LR
1,500,10,10,50,0.00040738377468495804,0,LR
2,500,50,50,50,0.0009568703013009006,0,LR
3,500,100,100,50,0.002972113982725558,0,LR
4,500,500,500,50,0.005104608711991309,0,LR
5,500,1000,1000,50,0.06600635529735219,0,LR
0,500,5,5,50,1.0511904082898405e-07,0,LR
1,500,10,10,50,3.738505809871976e-06,0,LR
2,500,50,50,50,5.253494331360086e-07,0,LR
3,500,100,100,50,1.563454029835082e-06,0,LR
4,500,500,500,50,0.06494800802898874,0,LR
5,500,1000,1000,50,0.0004862476838959443,0,LR
0,500,5,5,50,7.080129274442955e-07,0,LR
1,500,10,10,50,7.33572273849242e-07,0,LR
2,500,50,50,50,4.8924369661259364e-06,0,LR
3,500,100,100,50,0.0015217820777259864,0,LR
4,500,500,500,50,4.258451024599617e-05,0,LR
5,500,1000,1000,50,0.012348085989365355,0,LR
0,500,5,5,50,3.105374139626828e-06,0,LR
1,500,10,10,50,5.809232633960418e-07,0,LR
2,500,50,50,50,4.968810576809358e-05,0,LR
3,500,100,100,50,0.00039810010987985676,0,LR
4,500,500,500,50,0.000450663559157639,0,LR
5,500,1000,1000,50,0.011394596707829165,0,LR
0,500,5,5,50,0.0005748198018964651,0,LR
1,500,10,10,50,0.00012801600331916656,0,LR
2,500,50,50,50,0.0006835277066841741,0,LR
3,500,100,100,50,0.00016860147906542353,0,LR
4,500,500,500,50,0.00012189216672493089,0,LR
5,500,1000,1000,50,2.2453862762426864,0,LR
0,500,5,5,50,2.1760210418871446e-06,0,LR
1,500,10,10,50,1.1152552991474429e-05,0,LR
2,500,50,50,50,3.66526841483705e-05,0,LR
3,500,100,100,50,0.005878211532417987,0,LR
4,500,500,500,50,0.003163961143317491,0,LR
5,500,1000,1000,50,0.011891905041840413,0,LR
