,rep,n,latent_dim,embed_dim,timesteps,control_horizons,loss,total_cost,id
0,0,10,6,6,50,0,3.049519433878387,0,"DNN (6, True)"
1,0,50,6,6,50,0,3.537289427156674,0,"DNN (6, True)"
2,0,100,6,6,50,0,1.1937630897066558,0,"DNN (6, True)"
3,0,200,6,6,50,0,0.14517144172053303,0,"DNN (6, True)"
4,0,300,6,6,50,0,0.1409277436058359,0,"DNN (6, True)"
5,0,400,6,6,50,0,0.08151593942189612,0,"DNN (6, True)"
6,0,500,6,6,50,0,0.08033115192839481,0,"DNN (6, True)"
7,0,600,6,6,50,0,0.10641078735588871,0,"DNN (6, True)"
8,0,1000,6,6,50,0,0.11200733279030896,0,"DNN (6, True)"
0,1,10,6,6,50,0,998.647685575852,0,"DNN (6, True)"
1,1,50,6,6,50,0,977.2165527766347,0,"DNN (6, True)"
2,1,100,6,6,50,0,992.5957287400953,0,"DNN (6, True)"
3,1,200,6,6,50,0,1039.2638824294515,0,"DNN (6, True)"
4,1,300,6,6,50,0,2665.7366287922855,0,"DNN (6, True)"
5,1,400,6,6,50,0,1286.9435867249585,0,"DNN (6, True)"
6,1,500,6,6,50,0,534.1399436996309,0,"DNN (6, True)"
7,1,600,6,6,50,0,9267.755525144981,0,"DNN (6, True)"
8,1,1000,6,6,50,0,413.1321822981547,0,"DNN (6, True)"
0,2,10,6,6,50,0,13.115258948422296,0,"DNN (6, True)"
1,2,50,6,6,50,0,7.101611980101303,0,"DNN (6, True)"
2,2,100,6,6,50,0,4.614023834478456,0,"DNN (6, True)"
3,2,200,6,6,50,0,0.5509993461807197,0,"DNN (6, True)"
4,2,300,6,6,50,0,1.2561514247311052,0,"DNN (6, True)"
5,2,400,6,6,50,0,1.7555257358289265,0,"DNN (6, True)"
6,2,500,6,6,50,0,0.4899881865818975,0,"DNN (6, True)"
7,2,600,6,6,50,0,6.082568426964092,0,"DNN (6, True)"
8,2,1000,6,6,50,0,0.31145934615800974,0,"DNN (6, True)"
0,3,10,6,6,50,0,0.09652183858067115,0,"DNN (6, True)"
1,3,50,6,6,50,0,0.012244437918952904,0,"DNN (6, True)"
2,3,100,6,6,50,0,0.014756285125999557,0,"DNN (6, True)"
3,3,200,6,6,50,0,0.020660713299696386,0,"DNN (6, True)"
4,3,300,6,6,50,0,0.019168758052785242,0,"DNN (6, True)"
5,3,400,6,6,50,0,0.021306529816763994,0,"DNN (6, True)"
6,3,500,6,6,50,0,0.01874612058302591,0,"DNN (6, True)"
7,3,600,6,6,50,0,0.019240518122651637,0,"DNN (6, True)"
8,3,1000,6,6,50,0,0.03749145610150975,0,"DNN (6, True)"
