,Unnamed: 0.1,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
72,72.0,0.0,18,1,10,10,50,38565483.16582042,0,"LR (10, True)"
73,73.0,1.0,18,10,10,10,50,2.3564345200106066e-07,0,"LR (10, True)"
74,74.0,2.0,18,100,10,10,50,3.630347272571829e-08,0,"LR (10, True)"
75,75.0,3.0,18,1000,10,10,50,2.8172625171225424e-08,0,"LR (10, True)"
76,76.0,0.0,19,1,10,10,50,171887.86840841765,0,"LR (10, True)"
77,77.0,1.0,19,10,10,10,50,4.004330934588116e-07,0,"LR (10, True)"
78,78.0,2.0,19,100,10,10,50,2.1957418100199106e-07,0,"LR (10, True)"
79,79.0,3.0,19,1000,10,10,50,2.175593864974627e-07,0,"LR (10, True)"
80,80.0,0.0,20,1,10,10,50,547.4312532357283,0,"LR (10, True)"
81,81.0,1.0,20,10,10,10,50,8.898905780915589e-06,0,"LR (10, True)"
82,82.0,2.0,20,100,10,10,50,3.5386761916646145e-06,0,"LR (10, True)"
83,83.0,3.0,20,1000,10,10,50,3.246491715408613e-06,0,"LR (10, True)"
84,84.0,0.0,21,1,10,10,50,84.67700919252681,0,"LR (10, True)"
85,85.0,1.0,21,10,10,10,50,5.207269588221994e-07,0,"LR (10, True)"
86,86.0,2.0,21,100,10,10,50,1.662038665510082e-07,0,"LR (10, True)"
87,87.0,3.0,21,1000,10,10,50,1.3905670661034628e-07,0,"LR (10, True)"
88,88.0,0.0,22,1,10,10,50,269.8114222039926,0,"LR (10, True)"
89,89.0,1.0,22,10,10,10,50,1.5799225207211166e-07,0,"LR (10, True)"
90,90.0,2.0,22,100,10,10,50,1.538884813119287e-07,0,"LR (10, True)"
91,91.0,3.0,22,1000,10,10,50,1.276205220728939e-07,0,"LR (10, True)"
92,92.0,0.0,23,1,10,10,50,1003.592400758734,0,"LR (10, True)"
93,93.0,1.0,23,10,10,10,50,2.748234342446755e-06,0,"LR (10, True)"
94,94.0,2.0,23,100,10,10,50,1.8824734939010104e-06,0,"LR (10, True)"
95,95.0,3.0,23,1000,10,10,50,8.378904862907549e-07,0,"LR (10, True)"
96,96.0,0.0,24,1,10,10,50,62.3192718729303,0,"LR (10, True)"
97,97.0,1.0,24,10,10,10,50,6.878289449064465e-07,0,"LR (10, True)"
98,98.0,2.0,24,100,10,10,50,7.022750642984494e-08,0,"LR (10, True)"
99,99.0,3.0,24,1000,10,10,50,6.360321783538759e-08,0,"LR (10, True)"
100,100.0,0.0,25,1,10,10,50,1.8733779472938348,0,"LR (10, True)"
101,101.0,1.0,25,10,10,10,50,1.0553464206630372e-07,0,"LR (10, True)"
102,102.0,2.0,25,100,10,10,50,7.281489602452147e-08,0,"LR (10, True)"
103,103.0,3.0,25,1000,10,10,50,6.67266235347937e-08,0,"LR (10, True)"
104,104.0,0.0,26,1,10,10,50,10266.325076087953,0,"LR (10, True)"
105,105.0,1.0,26,10,10,10,50,0.0016796752277257,0,"LR (10, True)"
106,106.0,2.0,26,100,10,10,50,6.122907462884799e-05,0,"LR (10, True)"
107,107.0,3.0,26,1000,10,10,50,2.12928307076234e-05,0,"LR (10, True)"
108,108.0,0.0,27,1,10,10,50,444899.0990061285,0,"LR (10, True)"
109,109.0,1.0,27,10,10,10,50,2.5433007414340465e-05,0,"LR (10, True)"
110,110.0,2.0,27,100,10,10,50,1.9927693778397115e-05,0,"LR (10, True)"
111,111.0,3.0,27,1000,10,10,50,2.6785088509321544e-05,0,"LR (10, True)"
112,112.0,0.0,28,1,10,10,50,82.352774833734,0,"LR (10, True)"
113,113.0,1.0,28,10,10,10,50,3.6298982253316e-07,0,"LR (10, True)"
114,114.0,2.0,28,100,10,10,50,8.756645891933696e-08,0,"LR (10, True)"
115,115.0,3.0,28,1000,10,10,50,7.350106388403302e-08,0,"LR (10, True)"
116,116.0,0.0,29,1,10,10,50,268396.6307041077,0,"LR (10, True)"
117,117.0,1.0,29,10,10,10,50,8.010704160752187e-05,0,"LR (10, True)"
118,118.0,2.0,29,100,10,10,50,5.28611979345705e-05,0,"LR (10, True)"
119,119.0,3.0,29,1000,10,10,50,7.172938399191563e-05,0,"LR (10, True)"
120,0.0,,0,50,10,10,50,1.7970352306689924e-06,0,"LR (10, True)"
121,1.0,,0,500,10,10,50,1.7101753450534956e-06,0,"LR (10, True)"
122,0.0,,1,50,10,10,50,5.7914035699342555e-08,0,"LR (10, True)"
123,1.0,,1,500,10,10,50,1.7289014268256067e-08,0,"LR (10, True)"
124,0.0,,2,50,10,10,50,5.359835582407976e-07,0,"LR (10, True)"
125,1.0,,2,500,10,10,50,2.327885790886216e-07,0,"LR (10, True)"
126,0.0,,3,50,10,10,50,8.627855862651037e-06,0,"LR (10, True)"
127,1.0,,3,500,10,10,50,1.6386223317063612e-06,0,"LR (10, True)"
128,0.0,,4,50,10,10,50,3.887759913517295e-08,0,"LR (10, True)"
129,1.0,,4,500,10,10,50,2.927872450534211e-08,0,"LR (10, True)"
130,0.0,,5,50,10,10,50,6.633733684263271e-05,0,"LR (10, True)"
131,1.0,,5,500,10,10,50,4.972834789347311e-05,0,"LR (10, True)"
132,0.0,,6,50,10,10,50,5.17271525395226e-07,0,"LR (10, True)"
133,1.0,,6,500,10,10,50,4.849725904026632e-07,0,"LR (10, True)"
134,0.0,,7,50,10,10,50,2.7769128072289285e-06,0,"LR (10, True)"
135,1.0,,7,500,10,10,50,2.107076250670136e-06,0,"LR (10, True)"
136,0.0,,8,50,10,10,50,1.324810517933216e-07,0,"LR (10, True)"
137,1.0,,8,500,10,10,50,1.312177810631493e-07,0,"LR (10, True)"
138,0.0,,9,50,10,10,50,5.099091664199326e-07,0,"LR (10, True)"
139,1.0,,9,500,10,10,50,4.7630625458104557e-07,0,"LR (10, True)"
140,0.0,,10,50,10,10,50,6.242903107746097e-07,0,"LR (10, True)"
141,1.0,,10,500,10,10,50,5.668031593047651e-07,0,"LR (10, True)"
142,0.0,,11,50,10,10,50,2.198289167816822e-06,0,"LR (10, True)"
143,1.0,,11,500,10,10,50,2.4639311549841184e-06,0,"LR (10, True)"
144,0.0,,12,50,10,10,50,1.3973764034924356e-07,0,"LR (10, True)"
145,1.0,,12,500,10,10,50,9.027826017932746e-08,0,"LR (10, True)"
146,0.0,,13,50,10,10,50,1.5293364926097152e-07,0,"LR (10, True)"
147,1.0,,13,500,10,10,50,1.4927993680031138e-07,0,"LR (10, True)"
148,0.0,,14,50,10,10,50,6.35518792387009e-07,0,"LR (10, True)"
149,1.0,,14,500,10,10,50,6.657546916201788e-07,0,"LR (10, True)"
150,0.0,,15,50,10,10,50,8.080755988173616e-07,0,"LR (10, True)"
151,1.0,,15,500,10,10,50,5.872683378016067e-07,0,"LR (10, True)"
152,0.0,,16,50,10,10,50,3.515235464759657e-07,0,"LR (10, True)"
153,1.0,,16,500,10,10,50,1.356848818498422e-07,0,"LR (10, True)"
154,0.0,,17,50,10,10,50,1.7674049862589385e-06,0,"LR (10, True)"
155,1.0,,17,500,10,10,50,1.9852049694817404e-06,0,"LR (10, True)"
156,0.0,,18,50,10,10,50,1.1716101686806293e-07,0,"LR (10, True)"
157,1.0,,18,500,10,10,50,3.0898021142292204e-08,0,"LR (10, True)"
158,0.0,,19,50,10,10,50,2.1864841061740482e-07,0,"LR (10, True)"
159,1.0,,19,500,10,10,50,1.0016457249415901e-07,0,"LR (10, True)"
160,0.0,,20,50,10,10,50,4.208846198514754e-07,0,"LR (10, True)"
161,1.0,,20,500,10,10,50,4.816683277545953e-07,0,"LR (10, True)"
162,0.0,,21,50,10,10,50,5.7790414561345e-06,0,"LR (10, True)"
163,1.0,,21,500,10,10,50,6.297781597199955e-06,0,"LR (10, True)"
164,0.0,,22,50,10,10,50,6.39401669965425e-08,0,"LR (10, True)"
165,1.0,,22,500,10,10,50,5.0714960732113044e-08,0,"LR (10, True)"
166,0.0,,23,50,10,10,50,3.2872865855594168e-06,0,"LR (10, True)"
167,1.0,,23,500,10,10,50,2.0128921700526003e-06,0,"LR (10, True)"
168,0.0,,24,50,10,10,50,3.973622680692766e-07,0,"LR (10, True)"
169,1.0,,24,500,10,10,50,6.55369393619995e-08,0,"LR (10, True)"
170,0.0,,25,50,10,10,50,7.4709282269126e-08,0,"LR (10, True)"
171,1.0,,25,500,10,10,50,3.1281660863981626e-08,0,"LR (10, True)"
172,0.0,,26,50,10,10,50,3.157471427044042e-07,0,"LR (10, True)"
173,1.0,,26,500,10,10,50,2.683401545600163e-07,0,"LR (10, True)"
174,0.0,,27,50,10,10,50,2.4225210598365013e-06,0,"LR (10, True)"
175,1.0,,27,500,10,10,50,2.2471748091172864e-06,0,"LR (10, True)"
176,0.0,,28,50,10,10,50,6.9712457050637176e-06,0,"LR (10, True)"
177,1.0,,28,500,10,10,50,6.374827360229119e-06,0,"LR (10, True)"
178,0.0,,29,50,10,10,50,3.42965533774285e-07,0,"LR (10, True)"
179,1.0,,29,500,10,10,50,5.0980175289636143e-08,0,"LR (10, True)"
0,,,0,20,10,10,50,5.469774787926521e-07,0,"LR (10, True)"
1,,,0,30,10,10,50,1.6269493614780259e-07,0,"LR (10, True)"
2,,,0,40,10,10,50,1.1376380887251472e-07,0,"LR (10, True)"
0,,,1,20,10,10,50,0.0004961354852141615,0,"LR (10, True)"
1,,,1,30,10,10,50,0.00034984055674197763,0,"LR (10, True)"
2,,,1,40,10,10,50,0.0003005694807847817,0,"LR (10, True)"
0,,,2,20,10,10,50,1.0388556869798351e-07,0,"LR (10, True)"
1,,,2,30,10,10,50,1.6505499633667408e-07,0,"LR (10, True)"
2,,,2,40,10,10,50,8.274428036190994e-08,0,"LR (10, True)"
0,,,3,20,10,10,50,3.230815400580677e-07,0,"LR (10, True)"
1,,,3,30,10,10,50,6.860351971834974e-07,0,"LR (10, True)"
2,,,3,40,10,10,50,9.53122710198521e-07,0,"LR (10, True)"
0,,,4,20,10,10,50,9.151306706603817e-07,0,"LR (10, True)"
1,,,4,30,10,10,50,2.534092533866124e-07,0,"LR (10, True)"
2,,,4,40,10,10,50,3.2846719374522034e-07,0,"LR (10, True)"
0,,,5,20,10,10,50,5.224439812835075e-05,0,"LR (10, True)"
1,,,5,30,10,10,50,4.665228161473985e-05,0,"LR (10, True)"
2,,,5,40,10,10,50,2.5665131793009258e-05,0,"LR (10, True)"
0,,,6,20,10,10,50,1.644001924709088e-05,0,"LR (10, True)"
1,,,6,30,10,10,50,9.083973466345027e-06,0,"LR (10, True)"
2,,,6,40,10,10,50,1.0962741136928051e-05,0,"LR (10, True)"
0,,,7,20,10,10,50,1.70500693781888e-06,0,"LR (10, True)"
1,,,7,30,10,10,50,2.760616154756241e-06,0,"LR (10, True)"
2,,,7,40,10,10,50,2.1293818115599566e-06,0,"LR (10, True)"
0,,,8,20,10,10,50,2.941605641416116e-07,0,"LR (10, True)"
1,,,8,30,10,10,50,3.820713913311906e-07,0,"LR (10, True)"
2,,,8,40,10,10,50,5.378003193516489e-07,0,"LR (10, True)"
0,,,9,20,10,10,50,1.1663457690833978e-07,0,"LR (10, True)"
1,,,9,30,10,10,50,1.2237462981713969e-07,0,"LR (10, True)"
2,,,9,40,10,10,50,1.3220304846765893e-07,0,"LR (10, True)"
0,,,10,20,10,10,50,2.3888393463054166e-07,0,"LR (10, True)"
1,,,10,30,10,10,50,2.810993824865562e-07,0,"LR (10, True)"
2,,,10,40,10,10,50,2.3340869050210574e-07,0,"LR (10, True)"
0,,,11,20,10,10,50,2.6120905961130407e-07,0,"LR (10, True)"
1,,,11,30,10,10,50,1.4779607698341906e-07,0,"LR (10, True)"
2,,,11,40,10,10,50,1.7324652404040213e-07,0,"LR (10, True)"
0,,,12,20,10,10,50,9.472013709926415e-07,0,"LR (10, True)"
1,,,12,30,10,10,50,6.738786659944432e-07,0,"LR (10, True)"
2,,,12,40,10,10,50,6.254248079138918e-07,0,"LR (10, True)"
0,,,13,20,10,10,50,2.1306705391805287e-07,0,"LR (10, True)"
1,,,13,30,10,10,50,2.966765763466761e-07,0,"LR (10, True)"
2,,,13,40,10,10,50,1.6121411686777292e-07,0,"LR (10, True)"
0,,,14,20,10,10,50,0.0005047788695887637,0,"LR (10, True)"
1,,,14,30,10,10,50,0.0006121022062092418,0,"LR (10, True)"
2,,,14,40,10,10,50,0.0005895707479973231,0,"LR (10, True)"
0,,,15,20,10,10,50,4.293411358107363e-06,0,"LR (10, True)"
1,,,15,30,10,10,50,2.8580607234275684e-06,0,"LR (10, True)"
2,,,15,40,10,10,50,3.148523325247519e-06,0,"LR (10, True)"
0,,,16,20,10,10,50,1.2017170326583657e-06,0,"LR (10, True)"
1,,,16,30,10,10,50,4.540040134946033e-07,0,"LR (10, True)"
2,,,16,40,10,10,50,3.0029452347066714e-07,0,"LR (10, True)"
0,,,17,20,10,10,50,3.985306963037807e-07,0,"LR (10, True)"
1,,,17,30,10,10,50,8.527412040767292e-08,0,"LR (10, True)"
2,,,17,40,10,10,50,6.070031703690614e-08,0,"LR (10, True)"
0,,,18,20,10,10,50,6.1322244228112486e-06,0,"LR (10, True)"
1,,,18,30,10,10,50,5.635941760825205e-06,0,"LR (10, True)"
2,,,18,40,10,10,50,5.834041667888266e-06,0,"LR (10, True)"
0,,,19,20,10,10,50,2.533871538779141e-07,0,"LR (10, True)"
1,,,19,30,10,10,50,2.6661957285387673e-07,0,"LR (10, True)"
2,,,19,40,10,10,50,1.3601210382525395e-07,0,"LR (10, True)"
0,,,20,20,10,10,50,7.936404031084736e-08,0,"LR (10, True)"
1,,,20,30,10,10,50,4.94667277523514e-08,0,"LR (10, True)"
2,,,20,40,10,10,50,4.41374824109076e-08,0,"LR (10, True)"
0,,,21,20,10,10,50,1.3314759113579587e-06,0,"LR (10, True)"
1,,,21,30,10,10,50,2.9362455208941137e-07,0,"LR (10, True)"
2,,,21,40,10,10,50,5.064833525644201e-07,0,"LR (10, True)"
0,,,22,20,10,10,50,2.121556434190894e-07,0,"LR (10, True)"
1,,,22,30,10,10,50,7.193642398161785e-07,0,"LR (10, True)"
2,,,22,40,10,10,50,2.397755273786362e-07,0,"LR (10, True)"
0,,,23,20,10,10,50,2.3522315192424273e-07,0,"LR (10, True)"
1,,,23,30,10,10,50,1.8719639158437864e-07,0,"LR (10, True)"
2,,,23,40,10,10,50,1.0475541720179316e-07,0,"LR (10, True)"
0,,,24,20,10,10,50,1.3450290361265818e-07,0,"LR (10, True)"
1,,,24,30,10,10,50,1.5659131666489695e-07,0,"LR (10, True)"
2,,,24,40,10,10,50,1.0841963119696581e-07,0,"LR (10, True)"
0,,,25,20,10,10,50,2.404501508218755e-06,0,"LR (10, True)"
1,,,25,30,10,10,50,1.5438828576516954e-06,0,"LR (10, True)"
2,,,25,40,10,10,50,1.7847274693625649e-06,0,"LR (10, True)"
0,,,26,20,10,10,50,1.780467347300618e-06,0,"LR (10, True)"
1,,,26,30,10,10,50,1.945183754875255e-06,0,"LR (10, True)"
2,,,26,40,10,10,50,1.326251132705511e-06,0,"LR (10, True)"
0,,,27,20,10,10,50,8.616664677965318e-08,0,"LR (10, True)"
1,,,27,30,10,10,50,6.405855268832998e-08,0,"LR (10, True)"
2,,,27,40,10,10,50,5.671743192010751e-08,0,"LR (10, True)"
0,,,28,20,10,10,50,3.2005327546519614e-07,0,"LR (10, True)"
1,,,28,30,10,10,50,2.7161472576711906e-07,0,"LR (10, True)"
2,,,28,40,10,10,50,1.4589732691352275e-07,0,"LR (10, True)"
0,,,29,20,10,10,50,2.4187612109205306e-06,0,"LR (10, True)"
1,,,29,30,10,10,50,2.5406422519671447e-06,0,"LR (10, True)"
2,,,29,40,10,10,50,2.1852976647690585e-06,0,"LR (10, True)"
