,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0.0,0,10,20,20,50,0.00030303375859,0,"LR (20, True)"
1,1.0,0,50,20,20,50,0.0001165962261853,0,"LR (20, True)"
2,2.0,0,100,20,20,50,0.000123462001784,0,"LR (20, True)"
3,3.0,0,500,20,20,50,0.0001164349193274,0,"LR (20, True)"
4,4.0,0,1000,20,20,50,0.000115704346282,0,"LR (20, True)"
5,0.0,1,10,20,20,50,2.363755240761518e-05,0,"LR (20, True)"
6,1.0,1,50,20,20,50,2.9303818456456547e-06,0,"LR (20, True)"
7,2.0,1,100,20,20,50,2.2420879818946764e-06,0,"LR (20, True)"
8,3.0,1,500,20,20,50,1.7047457966104453e-06,0,"LR (20, True)"
9,4.0,1,1000,20,20,50,1.662509143312783e-06,0,"LR (20, True)"
10,0.0,2,10,20,20,50,3.8711718779012685e-05,0,"LR (20, True)"
11,1.0,2,50,20,20,50,2.8269541319679613e-07,0,"LR (20, True)"
12,2.0,2,100,20,20,50,3.860909067589196e-07,0,"LR (20, True)"
13,3.0,2,500,20,20,50,1.343883739505737e-07,0,"LR (20, True)"
14,4.0,2,1000,20,20,50,1.316429726632794e-07,0,"LR (20, True)"
15,0.0,3,10,20,20,50,4.430929739812334e-05,0,"LR (20, True)"
16,1.0,3,50,20,20,50,7.437758691467224e-07,0,"LR (20, True)"
17,2.0,3,100,20,20,50,4.931890017218772e-07,0,"LR (20, True)"
18,3.0,3,500,20,20,50,2.869465407312062e-07,0,"LR (20, True)"
19,4.0,3,1000,20,20,50,2.913321005282825e-07,0,"LR (20, True)"
20,0.0,4,10,20,20,50,4.355357154384797e-06,0,"LR (20, True)"
21,1.0,4,50,20,20,50,3.921165495246155e-07,0,"LR (20, True)"
22,2.0,4,100,20,20,50,3.3208479216435866e-07,0,"LR (20, True)"
23,3.0,4,500,20,20,50,2.756752991703207e-07,0,"LR (20, True)"
24,4.0,4,1000,20,20,50,2.290992420113076e-07,0,"LR (20, True)"
25,0.0,5,10,20,20,50,1.6426075891361827e-05,0,"LR (20, True)"
26,1.0,5,50,20,20,50,1.0332099226208839e-07,0,"LR (20, True)"
27,2.0,5,100,20,20,50,8.046950386724122e-08,0,"LR (20, True)"
28,3.0,5,500,20,20,50,2.8014820388433e-08,0,"LR (20, True)"
29,4.0,5,1000,20,20,50,2.524423910986971e-08,0,"LR (20, True)"
30,0.0,6,10,20,20,50,1.996471028661944e-05,0,"LR (20, True)"
31,1.0,6,50,20,20,50,1.929056549522361e-06,0,"LR (20, True)"
32,2.0,6,100,20,20,50,4.68755859107873e-07,0,"LR (20, True)"
33,3.0,6,500,20,20,50,2.6252025812804145e-07,0,"LR (20, True)"
34,4.0,6,1000,20,20,50,2.628560852636727e-07,0,"LR (20, True)"
35,0.0,7,10,20,20,50,3.566183816719517e-05,0,"LR (20, True)"
36,1.0,7,50,20,20,50,8.221514234756248e-06,0,"LR (20, True)"
37,2.0,7,100,20,20,50,6.332194540752026e-06,0,"LR (20, True)"
38,3.0,7,500,20,20,50,7.471497754122443e-06,0,"LR (20, True)"
39,4.0,7,1000,20,20,50,6.933286733215518e-06,0,"LR (20, True)"
40,0.0,8,10,20,20,50,3.4671274795899056e-06,0,"LR (20, True)"
41,1.0,8,50,20,20,50,6.342183732110743e-07,0,"LR (20, True)"
42,2.0,8,100,20,20,50,6.308334087711049e-07,0,"LR (20, True)"
43,3.0,8,500,20,20,50,5.716050909116635e-07,0,"LR (20, True)"
44,4.0,8,1000,20,20,50,5.175883447480497e-07,0,"LR (20, True)"
45,0.0,9,10,20,20,50,0.0003180884971099,0,"LR (20, True)"
46,1.0,9,50,20,20,50,1.854784666323273e-07,0,"LR (20, True)"
47,2.0,9,100,20,20,50,1.58210268744069e-07,0,"LR (20, True)"
48,3.0,9,500,20,20,50,7.770222303049029e-08,0,"LR (20, True)"
49,4.0,9,1000,20,20,50,7.255316171932755e-08,0,"LR (20, True)"
50,0.0,10,10,20,20,50,8.742487411496108e-06,0,"LR (20, True)"
51,1.0,10,50,20,20,50,2.2775316304044481e-07,0,"LR (20, True)"
52,2.0,10,100,20,20,50,1.370091663265703e-07,0,"LR (20, True)"
53,3.0,10,500,20,20,50,1.468307238071279e-07,0,"LR (20, True)"
54,4.0,10,1000,20,20,50,1.501868215137088e-07,0,"LR (20, True)"
