,Unnamed: 0.1,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
2,,,7,40,100,100,50,2.1771695725302492e-06,0,"LR (100, True)"
0,,,8,20,100,100,50,0.9137620222301895,0,"LR (100, True)"
1,,,8,30,100,100,50,0.00044198452666655447,0,"LR (100, True)"
2,,,8,40,100,100,50,1.9487789717754093e-05,0,"LR (100, True)"
0,,,9,20,100,100,50,3.6890484025662955,0,"LR (100, True)"
1,,,9,30,100,100,50,0.0013671034961663564,0,"LR (100, True)"
2,,,9,40,100,100,50,9.030734062262558e-05,0,"LR (100, True)"
0,,,10,20,100,100,50,1.5111111141694265,0,"LR (100, True)"
1,,,10,30,100,100,50,0.002417038803167283,0,"LR (100, True)"
2,,,10,40,100,100,50,5.7024436235063834e-05,0,"LR (100, True)"
0,,,11,20,100,100,50,2.806776974542064,0,"LR (100, True)"
1,,,11,30,100,100,50,0.0005081421884194158,0,"LR (100, True)"
2,,,11,40,100,100,50,2.3470686870341946e-05,0,"LR (100, True)"
0,,,12,20,100,100,50,1.4642660043442413,0,"LR (100, True)"
1,,,12,30,100,100,50,0.0003319221730598017,0,"LR (100, True)"
2,,,12,40,100,100,50,3.176914518074562e-05,0,"LR (100, True)"
0,,,13,20,100,100,50,0.8437819201225111,0,"LR (100, True)"
1,,,13,30,100,100,50,0.0003116823327214036,0,"LR (100, True)"
2,,,13,40,100,100,50,1.0373713828395101e-05,0,"LR (100, True)"
0,,,14,20,100,100,50,178.35718114509146,0,"LR (100, True)"
1,,,14,30,100,100,50,0.0627855594322315,0,"LR (100, True)"
2,,,14,40,100,100,50,0.005638340443755854,0,"LR (100, True)"
0,,,15,20,100,100,50,1.9791494595211614,0,"LR (100, True)"
1,,,15,30,100,100,50,0.0024276174826172664,0,"LR (100, True)"
2,,,15,40,100,100,50,4.0867878264029015e-05,0,"LR (100, True)"
0,,,16,20,100,100,50,29.657272496231464,0,"LR (100, True)"
1,,,16,30,100,100,50,0.029076793798554747,0,"LR (100, True)"
2,,,16,40,100,100,50,0.001468646513373099,0,"LR (100, True)"
0,,,17,20,100,100,50,236.08606427361997,0,"LR (100, True)"
1,,,17,30,100,100,50,0.02624580052297548,0,"LR (100, True)"
2,,,17,40,100,100,50,0.0013018485996964158,0,"LR (100, True)"
0,,,18,20,100,100,50,4.377881958360081,0,"LR (100, True)"
1,,,18,30,100,100,50,0.003633715672811132,0,"LR (100, True)"
2,,,18,40,100,100,50,0.00010445737675321443,0,"LR (100, True)"
0,,,19,20,100,100,50,17.081147747341785,0,"LR (100, True)"
1,,,19,30,100,100,50,0.0011711978272259164,0,"LR (100, True)"
2,,,19,40,100,100,50,1.6241453737004508e-05,0,"LR (100, True)"
0,,,20,20,100,100,50,14.029782635156396,0,"LR (100, True)"
1,,,20,30,100,100,50,0.0044482555975662,0,"LR (100, True)"
2,,,20,40,100,100,50,4.006880368313938e-05,0,"LR (100, True)"
0,,,21,20,100,100,50,113.96006021460268,0,"LR (100, True)"
1,,,21,30,100,100,50,0.006762256964474432,0,"LR (100, True)"
2,,,21,40,100,100,50,0.0002468802954642323,0,"LR (100, True)"
0,,,22,20,100,100,50,1.1954866069592132,0,"LR (100, True)"
1,,,22,30,100,100,50,0.0012598214102939923,0,"LR (100, True)"
2,,,22,40,100,100,50,2.325802809216331e-05,0,"LR (100, True)"
0,,,23,20,100,100,50,204.1448695165621,0,"LR (100, True)"
1,,,23,30,100,100,50,0.018228059902048472,0,"LR (100, True)"
2,,,23,40,100,100,50,0.0007258292024241447,0,"LR (100, True)"
0,,,24,20,100,100,50,111.0210202434726,0,"LR (100, True)"
1,,,24,30,100,100,50,0.08227837015149231,0,"LR (100, True)"
2,,,24,40,100,100,50,0.0017095701861734355,0,"LR (100, True)"
0,,,25,20,100,100,50,2.594912703551087,0,"LR (100, True)"
1,,,25,30,100,100,50,0.0021464645101764005,0,"LR (100, True)"
2,,,25,40,100,100,50,0.00012674004744673813,0,"LR (100, True)"
0,,,26,20,100,100,50,4.895798563872809,0,"LR (100, True)"
1,,,26,30,100,100,50,0.0009944792190246662,0,"LR (100, True)"
2,,,26,40,100,100,50,5.375258670537744e-05,0,"LR (100, True)"
0,,,27,20,100,100,50,708.8704752768253,0,"LR (100, True)"
1,,,27,30,100,100,50,0.4755048729506887,0,"LR (100, True)"
2,,,27,40,100,100,50,0.013002463768387469,0,"LR (100, True)"
0,,,28,20,100,100,50,11.441610551500473,0,"LR (100, True)"
1,,,28,30,100,100,50,0.01573786126884834,0,"LR (100, True)"
2,,,28,40,100,100,50,0.0005294805148226357,0,"LR (100, True)"
0,,,29,20,100,100,50,1.8291643568000107,0,"LR (100, True)"
1,,,29,30,100,100,50,0.0004750100714901752,0,"LR (100, True)"
2,,,29,40,100,100,50,3.0176363467745837e-05,0,"LR (100, True)"
