,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0.0,0,10,50,50,50,0.5733022715293449,0,"LR (50, True)"
1,1.0,0,50,50,50,50,4.05954316689248e-07,0,"LR (50, True)"
2,2.0,0,100,50,50,50,9.213592552870279e-08,0,"LR (50, True)"
3,3.0,0,500,50,50,50,5.4179176718796985e-08,0,"LR (50, True)"
4,4.0,0,1000,50,50,50,3.8449898696373166e-08,0,"LR (50, True)"
5,0.0,1,10,50,50,50,2.0125838679956454,0,"LR (50, True)"
6,1.0,1,50,50,50,50,5.729978725726397e-07,0,"LR (50, True)"
7,2.0,1,100,50,50,50,6.596359234605975e-07,0,"LR (50, True)"
8,3.0,1,500,50,50,50,1.564882884437031e-07,0,"LR (50, True)"
9,4.0,1,1000,50,50,50,1.6980740261422052e-07,0,"LR (50, True)"
10,0.0,2,10,50,50,50,215.3499986826399,0,"LR (50, True)"
11,1.0,2,50,50,50,50,2.988702343122725e-05,0,"LR (50, True)"
12,2.0,2,100,50,50,50,1.6169465495737965e-05,0,"LR (50, True)"
13,3.0,2,500,50,50,50,1.406073106840343e-05,0,"LR (50, True)"
14,4.0,2,1000,50,50,50,1.6273877794536895e-05,0,"LR (50, True)"
15,0.0,3,10,50,50,50,0.615834667210672,0,"LR (50, True)"
16,1.0,3,50,50,50,50,8.61637248978602e-07,0,"LR (50, True)"
17,2.0,3,100,50,50,50,2.541356055752915e-07,0,"LR (50, True)"
18,3.0,3,500,50,50,50,5.980434235174689e-08,0,"LR (50, True)"
19,4.0,3,1000,50,50,50,6.39349758946993e-08,0,"LR (50, True)"
20,0.0,4,10,50,50,50,2.5813160372298585,0,"LR (50, True)"
21,1.0,4,50,50,50,50,1.1025288655659095e-06,0,"LR (50, True)"
22,2.0,4,100,50,50,50,2.95084838189696e-07,0,"LR (50, True)"
23,3.0,4,500,50,50,50,1.5785108033817581e-07,0,"LR (50, True)"
24,4.0,4,1000,50,50,50,1.426315808637868e-07,0,"LR (50, True)"
25,0.0,5,10,50,50,50,0.4791734955777174,0,"LR (50, True)"
26,1.0,5,50,50,50,50,2.2955497949659858e-07,0,"LR (50, True)"
27,2.0,5,100,50,50,50,9.856955378114803e-08,0,"LR (50, True)"
28,3.0,5,500,50,50,50,7.696636326029007e-08,0,"LR (50, True)"
29,4.0,5,1000,50,50,50,9.18714720279132e-08,0,"LR (50, True)"
30,0.0,6,10,50,50,50,0.7303454866909146,0,"LR (50, True)"
31,1.0,6,50,50,50,50,1.47792443159679e-06,0,"LR (50, True)"
