,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0.0,0,10,40,40,50,0.633990300234063,0,"LR (40, True)"
1,1.0,0,50,40,40,50,3.491314054123389e-07,0,"LR (40, True)"
2,2.0,0,100,40,40,50,2.2135173091671378e-07,0,"LR (40, True)"
3,3.0,0,500,40,40,50,1.781599131723216e-07,0,"LR (40, True)"
4,4.0,0,1000,40,40,50,1.747313668028555e-07,0,"LR (40, True)"
5,0.0,1,10,40,40,50,0.0095114877360767,0,"LR (40, True)"
6,1.0,1,50,40,40,50,2.951567188635693e-07,0,"LR (40, True)"
7,2.0,1,100,40,40,50,1.225887998877815e-07,0,"LR (40, True)"
8,3.0,1,500,40,40,50,6.732057439343571e-08,0,"LR (40, True)"
9,4.0,1,1000,40,40,50,6.733418884406123e-08,0,"LR (40, True)"
10,0.0,2,10,40,40,50,0.0241147366936529,0,"LR (40, True)"
11,1.0,2,50,40,40,50,1.673376130873847e-07,0,"LR (40, True)"
12,2.0,2,100,40,40,50,7.97275497514877e-08,0,"LR (40, True)"
13,3.0,2,500,40,40,50,6.706121272754703e-08,0,"LR (40, True)"
14,4.0,2,1000,40,40,50,4.624628333685101e-08,0,"LR (40, True)"
15,0.0,3,10,40,40,50,0.0013573103881284,0,"LR (40, True)"
16,1.0,3,50,40,40,50,5.08111186466923e-07,0,"LR (40, True)"
17,2.0,3,100,40,40,50,2.69516003822232e-07,0,"LR (40, True)"
18,3.0,3,500,40,40,50,1.987103945868433e-07,0,"LR (40, True)"
19,4.0,3,1000,40,40,50,1.9792991276303605e-07,0,"LR (40, True)"
20,0.0,4,10,40,40,50,0.0362041764072085,0,"LR (40, True)"
21,1.0,4,50,40,40,50,5.564538788474935e-07,0,"LR (40, True)"
22,2.0,4,100,40,40,50,1.0666786369103077e-06,0,"LR (40, True)"
23,3.0,4,500,40,40,50,1.5596038037463585e-07,0,"LR (40, True)"
24,4.0,4,1000,40,40,50,1.426642639865423e-07,0,"LR (40, True)"
25,0.0,5,10,40,40,50,1.2811681454267962,0,"LR (40, True)"
26,1.0,5,50,40,40,50,1.2273611470884952e-05,0,"LR (40, True)"
27,2.0,5,100,40,40,50,1.4662641831863358e-05,0,"LR (40, True)"
28,3.0,5,500,40,40,50,1.346007528792134e-05,0,"LR (40, True)"
29,4.0,5,1000,40,40,50,1.1067473054832024e-05,0,"LR (40, True)"
30,0.0,6,10,40,40,50,0.0102979010376313,0,"LR (40, True)"
31,1.0,6,50,40,40,50,1.2324869769649247e-06,0,"LR (40, True)"
32,2.0,6,100,40,40,50,1.1898441920395277e-06,0,"LR (40, True)"
33,3.0,6,500,40,40,50,5.030222273811924e-07,0,"LR (40, True)"
34,4.0,6,1000,40,40,50,5.109153814941872e-07,0,"LR (40, True)"
35,0.0,7,10,40,40,50,0.041174720315759,0,"LR (40, True)"
36,1.0,7,50,40,40,50,1.9939035200264737e-07,0,"LR (40, True)"
37,2.0,7,100,40,40,50,4.2432192369464576e-08,0,"LR (40, True)"
38,3.0,7,500,40,40,50,1.6961148634818173e-08,0,"LR (40, True)"
39,4.0,7,1000,40,40,50,1.4417209491116777e-08,0,"LR (40, True)"
40,0.0,8,10,40,40,50,0.1769852108895335,0,"LR (40, True)"
41,1.0,8,50,40,40,50,3.279372970471492e-07,0,"LR (40, True)"
