,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0.0,0,1,2,2,50,2.05016213466245e-05,0,"LR (2, False)"
1,1.0,0,10,2,2,50,5.75891890428555e-07,0,"LR (2, False)"
2,2.0,0,100,2,2,50,4.253529187598526e-07,0,"LR (2, False)"
3,3.0,0,1000,2,2,50,4.7395369547862586e-07,0,"LR (2, False)"
4,0.0,1,1,2,2,50,0.0008938537966134,0,"LR (2, False)"
5,1.0,1,10,2,2,50,2.180174954184039e-07,0,"LR (2, False)"
6,2.0,1,100,2,2,50,2.4150685610220175e-07,0,"LR (2, False)"
7,3.0,1,1000,2,2,50,2.187815757545897e-07,0,"LR (2, False)"
8,0.0,2,1,2,2,50,1.535554871854963e-05,0,"LR (2, False)"
9,1.0,2,10,2,2,50,2.1940926115398802e-07,0,"LR (2, False)"
10,2.0,2,100,2,2,50,1.7576867465799658e-07,0,"LR (2, False)"
11,3.0,2,1000,2,2,50,1.623878905454678e-07,0,"LR (2, False)"
12,0.0,3,1,2,2,50,0.0006993874280716,0,"LR (2, False)"
13,1.0,3,10,2,2,50,5.08789950724603e-07,0,"LR (2, False)"
14,2.0,3,100,2,2,50,2.021902706476712e-07,0,"LR (2, False)"
15,3.0,3,1000,2,2,50,1.9201540172464064e-07,0,"LR (2, False)"
16,0.0,4,1,2,2,50,0.0001685673803753,0,"LR (2, False)"
17,1.0,4,10,2,2,50,6.365205963457363e-07,0,"LR (2, False)"
18,2.0,4,100,2,2,50,4.610649811019874e-07,0,"LR (2, False)"
19,3.0,4,1000,2,2,50,3.833632975150965e-07,0,"LR (2, False)"
20,0.0,5,1,2,2,50,2.690284383114337e-06,0,"LR (2, False)"
21,1.0,5,10,2,2,50,2.380810200663313e-07,0,"LR (2, False)"
22,2.0,5,100,2,2,50,2.168319793952306e-07,0,"LR (2, False)"
23,3.0,5,1000,2,2,50,2.46270576034024e-07,0,"LR (2, False)"
24,0.0,6,1,2,2,50,0.0016599215522847,0,"LR (2, False)"
25,1.0,6,10,2,2,50,5.11243712352414e-07,0,"LR (2, False)"
26,2.0,6,100,2,2,50,4.321220083477732e-07,0,"LR (2, False)"
27,3.0,6,1000,2,2,50,3.187447113712405e-07,0,"LR (2, False)"
28,0.0,7,1,2,2,50,0.2214346378749907,0,"LR (2, False)"
29,1.0,7,10,2,2,50,9.254108213735508e-05,0,"LR (2, False)"
30,2.0,7,100,2,2,50,6.830306895351576e-05,0,"LR (2, False)"
31,3.0,7,1000,2,2,50,6.743425153421122e-05,0,"LR (2, False)"
32,0.0,8,1,2,2,50,0.0006590296584123,0,"LR (2, False)"
33,1.0,8,10,2,2,50,1.3405136642739933e-06,0,"LR (2, False)"
34,2.0,8,100,2,2,50,1.8769407096000345e-07,0,"LR (2, False)"
35,3.0,8,1000,2,2,50,1.2681761264227574e-07,0,"LR (2, False)"
36,0.0,9,1,2,2,50,0.0014365340778624,0,"LR (2, False)"
37,1.0,9,10,2,2,50,0.0008094157224893,0,"LR (2, False)"
38,2.0,9,100,2,2,50,0.000882597582239,0,"LR (2, False)"
39,3.0,9,1000,2,2,50,0.0009072330363219,0,"LR (2, False)"
40,0.0,10,1,2,2,50,1.5434375674334616e-05,0,"LR (2, False)"
41,1.0,10,10,2,2,50,3.641084178287722e-07,0,"LR (2, False)"
42,2.0,10,100,2,2,50,3.629727250304038e-07,0,"LR (2, False)"
43,3.0,10,1000,2,2,50,4.222582644882431e-07,0,"LR (2, False)"
44,0.0,11,1,2,2,50,1.0694772266714158e-06,0,"LR (2, False)"
45,1.0,11,10,2,2,50,1.3147021293277898e-06,0,"LR (2, False)"
46,2.0,11,100,2,2,50,1.1042011633308532e-06,0,"LR (2, False)"
47,3.0,11,1000,2,2,50,1.011222441385842e-06,0,"LR (2, False)"
48,0.0,12,1,2,2,50,6.271503170587874e-07,0,"LR (2, False)"
49,1.0,12,10,2,2,50,2.94378850012773e-07,0,"LR (2, False)"
50,2.0,12,100,2,2,50,2.4299776278521106e-07,0,"LR (2, False)"
51,3.0,12,1000,2,2,50,2.2125616199855746e-07,0,"LR (2, False)"
52,0.0,13,1,2,2,50,0.0005862340059117,0,"LR (2, False)"
53,1.0,13,10,2,2,50,0.0002267930450107,0,"LR (2, False)"
54,2.0,13,100,2,2,50,0.0002473583094459,0,"LR (2, False)"
55,3.0,13,1000,2,2,50,0.0002253911822568,0,"LR (2, False)"
56,0.0,14,1,2,2,50,5.318120187224327e-07,0,"LR (2, False)"
57,1.0,14,10,2,2,50,3.245450162382783e-07,0,"LR (2, False)"
58,2.0,14,100,2,2,50,3.928865947396663e-07,0,"LR (2, False)"
59,3.0,14,1000,2,2,50,3.900910976810713e-07,0,"LR (2, False)"
