,Unnamed: 0,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0.0,0,1,1000,1000,50,2.2647244320256048e+294,0,"LR (1000, True)"
1,1.0,0,10,1000,1000,50,2.0936612504696993e+228,0,"LR (1000, True)"
2,2.0,0,100,1000,1000,50,2820.6964181451367,0,"LR (1000, True)"
3,3.0,0,1000,1000,1000,50,6.051676860346715e-06,0,"LR (1000, True)"
4,0.0,1,1,1000,1000,50,1.1268868337467754e+113,0,"LR (1000, True)"
5,1.0,1,10,1000,1000,50,7.281276750597823e+219,0,"LR (1000, True)"
6,2.0,1,100,1000,1000,50,712.1013774238007,0,"LR (1000, True)"
7,3.0,1,1000,1000,1000,50,1.2657515488554546e-06,0,"LR (1000, True)"
8,0.0,2,1,1000,1000,50,8.771948274220421e+110,0,"LR (1000, True)"
9,1.0,2,10,1000,1000,50,9.212400428548069e+145,0,"LR (1000, True)"
10,2.0,2,100,1000,1000,50,494.038759492521,0,"LR (1000, True)"
11,3.0,2,1000,1000,1000,50,1.0169517950891607e-06,0,"LR (1000, True)"
12,0.0,3,1,1000,1000,50,3.4775143924157255e+121,0,"LR (1000, True)"
13,1.0,3,10,1000,1000,50,1.229835771075113e+181,0,"LR (1000, True)"
14,2.0,3,100,1000,1000,50,9467.65089855299,0,"LR (1000, True)"
15,3.0,3,1000,1000,1000,50,3.638580750739214e-05,0,"LR (1000, True)"
16,0.0,4,1,1000,1000,50,inf,0,"LR (1000, True)"
17,1.0,4,10,1000,1000,50,1.3986617882531198e+95,0,"LR (1000, True)"
18,2.0,4,100,1000,1000,50,34044.04622513767,0,"LR (1000, True)"
19,3.0,4,1000,1000,1000,50,6.204522274985615e-05,0,"LR (1000, True)"
20,0.0,5,1,1000,1000,50,2.1390631451748907e+138,0,"LR (1000, True)"
21,1.0,5,10,1000,1000,50,1.1819715761085214e+201,0,"LR (1000, True)"
22,2.0,5,100,1000,1000,50,258.7102604924613,0,"LR (1000, True)"
23,3.0,5,1000,1000,1000,50,6.535747368519318e-07,0,"LR (1000, True)"
24,0.0,6,1,1000,1000,50,2.0050528954021927e+141,0,"LR (1000, True)"
