,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0,1,5,5,50,0.10786938134375794,0,LR
1,0,10,5,5,50,7.683637772398225e-08,0,LR
2,0,100,5,5,50,4.1734240020849536e-08,0,LR
3,0,1000,5,5,50,3.687436364162137e-08,0,LR
4,0,10000,5,5,50,3.492467818007615e-08,0,LR
0,1,1,5,5,50,115.52268122603968,0,LR
1,1,10,5,5,50,5.889467281022428e-07,0,LR
2,1,100,5,5,50,5.345668216030612e-07,0,LR
3,1,1000,5,5,50,6.48160986921537e-07,0,LR
4,1,10000,5,5,50,6.933494710813326e-07,0,LR
0,2,1,5,5,50,0.18821181063992562,0,LR
1,2,10,5,5,50,8.856643600664462e-07,0,LR
2,2,100,5,5,50,8.765588214742495e-07,0,LR
3,2,1000,5,5,50,8.263521284473664e-07,0,LR
4,2,10000,5,5,50,8.551289457235514e-07,0,LR
0,3,1,5,5,50,4.870758295507286,0,LR
1,3,10,5,5,50,1.2126960251971797e-06,0,LR
2,3,100,5,5,50,4.6740440361666156e-08,0,LR
3,3,1000,5,5,50,4.1136801704573916e-08,0,LR
4,3,10000,5,5,50,4.227097694758394e-08,0,LR
0,4,1,5,5,50,29.539979754407046,0,LR
1,4,10,5,5,50,1.2675698697790888e-06,0,LR
2,4,100,5,5,50,3.94554138254232e-07,0,LR
3,4,1000,5,5,50,3.2907751982620523e-07,0,LR
4,4,10000,5,5,50,3.276828482507912e-07,0,LR
0,5,1,5,5,50,0.8670301774384661,0,LR
1,5,10,5,5,50,6.635393602131687e-08,0,LR
2,5,100,5,5,50,2.755970276545721e-08,0,LR
3,5,1000,5,5,50,2.5524634641252213e-08,0,LR
4,5,10000,5,5,50,2.5530366357028254e-08,0,LR
0,6,1,5,5,50,1.2829509532896746,0,LR
1,6,10,5,5,50,3.3617827179336935e-05,0,LR
2,6,100,5,5,50,3.458752608723484e-05,0,LR
3,6,1000,5,5,50,3.900600639882081e-05,0,LR
4,6,10000,5,5,50,3.987714886641117e-05,0,LR
0,7,1,5,5,50,0.029113728919963132,0,LR
1,7,10,5,5,50,2.9670812162541644e-07,0,LR
2,7,100,5,5,50,7.967827280378755e-08,0,LR
3,7,1000,5,5,50,7.624121661413849e-08,0,LR
4,7,10000,5,5,50,9.150129795616564e-08,0,LR
0,8,1,5,5,50,30.903348059930742,0,LR
1,8,10,5,5,50,1.2852758523016825e-06,0,LR
2,8,100,5,5,50,1.2120164567177672e-06,0,LR
3,8,1000,5,5,50,1.1250175801062796e-06,0,LR
4,8,10000,5,5,50,1.0677310464121609e-06,0,LR
0,9,1,5,5,50,0.1993666456015832,0,LR
1,9,10,5,5,50,4.949179635030105e-08,0,LR
2,9,100,5,5,50,3.808779755851022e-08,0,LR
3,9,1000,5,5,50,4.5069686826160664e-08,0,LR
4,9,10000,5,5,50,5.114095109494092e-08,0,LR
0,10,1,5,5,50,7.832350486001651,0,LR
1,10,10,5,5,50,8.998592381576257e-07,0,LR
2,10,100,5,5,50,6.464555324429788e-07,0,LR
3,10,1000,5,5,50,6.804613531920329e-07,0,LR
4,10,10000,5,5,50,7.117208256200478e-07,0,LR
0,11,1,5,5,50,1114.6403813837671,0,LR
1,11,10,5,5,50,1.5183077077895864e-06,0,LR
2,11,100,5,5,50,1.9371778267695715e-06,0,LR
3,11,1000,5,5,50,1.2970130689801338e-06,0,LR
4,11,10000,5,5,50,1.3126043211658965e-06,0,LR
0,12,1,5,5,50,34.860184579614256,0,LR
1,12,10,5,5,50,5.718031489427296e-05,0,LR
2,12,100,5,5,50,8.191255095507313e-06,0,LR
3,12,1000,5,5,50,6.388395885728431e-06,0,LR
4,12,10000,5,5,50,6.169408808834869e-06,0,LR
0,13,1,5,5,50,110.26058098419132,0,LR
1,13,10,5,5,50,1.03051647313666e-05,0,LR
2,13,100,5,5,50,1.2048326747165461e-05,0,LR
3,13,1000,5,5,50,1.228598122422461e-05,0,LR
4,13,10000,5,5,50,1.2507368493903476e-05,0,LR
0,14,1,5,5,50,4.177564143198372,0,LR
1,14,10,5,5,50,2.347832547294384e-06,0,LR
2,14,100,5,5,50,6.030969843035264e-07,0,LR
3,14,1000,5,5,50,7.16567958053501e-07,0,LR
4,14,10000,5,5,50,7.156889757846601e-07,0,LR
0,15,1,5,5,50,2.428811659579341,0,LR
1,15,10,5,5,50,3.452640336571805e-07,0,LR
2,15,100,5,5,50,1.2290609650438433e-07,0,LR
3,15,1000,5,5,50,1.3455735821190687e-07,0,LR
4,15,10000,5,5,50,1.1851924390079106e-07,0,LR
0,16,1,5,5,50,1.021248672437008,0,LR
1,16,10,5,5,50,7.865740776149018e-07,0,LR
2,16,100,5,5,50,1.653602017461451e-07,0,LR
3,16,1000,5,5,50,1.2655657936725175e-07,0,LR
4,16,10000,5,5,50,1.2915400352854208e-07,0,LR
0,17,1,5,5,50,0.7908864121801537,0,LR
1,17,10,5,5,50,2.2985269600893596e-05,0,LR
2,17,100,5,5,50,2.117770720240888e-05,0,LR
3,17,1000,5,5,50,2.4299707315648305e-05,0,LR
4,17,10000,5,5,50,2.323594824404126e-05,0,LR
0,18,1,5,5,50,5.099937821687081,0,LR
1,18,10,5,5,50,1.059353515297164e-06,0,LR
2,18,100,5,5,50,1.0714387933668316e-06,0,LR
3,18,1000,5,5,50,1.0828201765691508e-06,0,LR
4,18,10000,5,5,50,1.0513167052933279e-06,0,LR
0,19,1,5,5,50,5.420535307779054,0,LR
1,19,10,5,5,50,3.8544649190082015e-07,0,LR
2,19,100,5,5,50,3.302182063545622e-07,0,LR
3,19,1000,5,5,50,3.5752853834742495e-07,0,LR
4,19,10000,5,5,50,3.283795205993787e-07,0,LR
0,20,1,5,5,50,129.83197489670314,0,LR
1,20,10,5,5,50,6.804061779921741e-06,0,LR
2,20,100,5,5,50,5.037653462659645e-06,0,LR
3,20,1000,5,5,50,4.560229619620923e-06,0,LR
4,20,10000,5,5,50,4.894950820272333e-06,0,LR
0,21,1,5,5,50,39824.4771359339,0,LR
1,21,10,5,5,50,0.00010584565279954619,0,LR
2,21,100,5,5,50,7.473053414889216e-05,0,LR
3,21,1000,5,5,50,0.00010626512490508461,0,LR
4,21,10000,5,5,50,9.437494208697752e-05,0,LR
0,22,1,5,5,50,10.19839874042529,0,LR
1,22,10,5,5,50,1.7367278272490341e-06,0,LR
2,22,100,5,5,50,3.6736836502980115e-07,0,LR
3,22,1000,5,5,50,3.9926832532686876e-07,0,LR
4,22,10000,5,5,50,3.975020007471599e-07,0,LR
0,23,1,5,5,50,1.9924599332620372,0,LR
1,23,10,5,5,50,1.822341646345702e-07,0,LR
2,23,100,5,5,50,6.909368482738734e-08,0,LR
3,23,1000,5,5,50,9.414115653183255e-08,0,LR
4,23,10000,5,5,50,9.033774573265604e-08,0,LR
0,24,1,5,5,50,1.605769280934863,0,LR
1,24,10,5,5,50,4.849532350554169e-07,0,LR
2,24,100,5,5,50,8.46618146972513e-08,0,LR
3,24,1000,5,5,50,9.572559365645216e-08,0,LR
4,24,10000,5,5,50,1.068333061199042e-07,0,LR
0,25,1,5,5,50,0.5197570170698811,0,LR
1,25,10,5,5,50,2.905176501472382e-07,0,LR
2,25,100,5,5,50,1.4677660742092934e-07,0,LR
3,25,1000,5,5,50,9.023845705865434e-08,0,LR
4,25,10000,5,5,50,9.435794498078367e-08,0,LR
0,26,1,5,5,50,105.68531199329179,0,LR
1,26,10,5,5,50,8.606070121756245e-06,0,LR
2,26,100,5,5,50,8.595664682742453e-06,0,LR
3,26,1000,5,5,50,8.531152484906041e-06,0,LR
4,26,10000,5,5,50,8.95571337329506e-06,0,LR
0,27,1,5,5,50,80.57034456722435,0,LR
1,27,10,5,5,50,6.982056426634562e-07,0,LR
2,27,100,5,5,50,4.659985550650841e-07,0,LR
3,27,1000,5,5,50,4.75032153884706e-07,0,LR
4,27,10000,5,5,50,3.9229578808916817e-07,0,LR
0,28,1,5,5,50,0.35689722340196817,0,LR
1,28,10,5,5,50,2.4348457520957176e-07,0,LR
