,rep,n,latent_dim,embed_dim,timesteps,loss,total_cost,id
0,0,1,6,6,50,1.4820054883131395,0,Simple
1,0,10,6,6,50,259.73308596670364,0,Simple
2,0,100,6,6,50,0.14927411535266707,0,Simple
3,0,1000,6,6,50,0.010541989006605211,0,Simple
4,0,10000,6,6,50,0.017818561922553117,0,Simple
0,1,1,6,6,50,458.68581573706365,0,Simple
1,1,10,6,6,50,3767.11054949378,0,Simple
2,1,100,6,6,50,4.24957634832267,0,Simple
3,1,1000,6,6,50,0.7952912634226496,0,Simple
4,1,10000,6,6,50,0.1361245120096495,0,Simple
0,2,1,6,6,50,19.651083847874894,0,Simple
1,2,10,6,6,50,3.926736365168638,0,Simple
2,2,100,6,6,50,0.4328147810388232,0,Simple
3,2,1000,6,6,50,0.10442558935292294,0,Simple
4,2,10000,6,6,50,0.08561907334911444,0,Simple
0,3,1,6,6,50,2971.957201787461,0,Simple
1,3,10,6,6,50,2879.0569527471257,0,Simple
2,3,100,6,6,50,2513.87098476399,0,Simple
3,3,1000,6,6,50,1902.2194000521695,0,Simple
4,3,10000,6,6,50,568.723592335756,0,Simple
0,4,1,6,6,50,515.0183485505416,0,Simple
1,4,10,6,6,50,453.8936995911458,0,Simple
2,4,100,6,6,50,478.79654529564255,0,Simple
3,4,1000,6,6,50,137.67429823393766,0,Simple
4,4,10000,6,6,50,6.791191867870182,0,Simple
0,5,1,6,6,50,97.52926047713999,0,Simple
1,5,10,6,6,50,4066.1962644214777,0,Simple
2,5,100,6,6,50,48.5762121137704,0,Simple
3,5,1000,6,6,50,7.326120767227824,0,Simple
4,5,10000,6,6,50,2.873551752717289,0,Simple
0,6,1,6,6,50,140732752.59745318,0,Simple
1,6,10,6,6,50,122916984.57014285,0,Simple
2,6,100,6,6,50,57.940371075927565,0,Simple
3,6,1000,6,6,50,9.930128740191194,0,Simple
4,6,10000,6,6,50,2.4800262514091105,0,Simple
0,7,1,6,6,50,8375.85842180039,0,Simple
1,7,10,6,6,50,9838.612313863216,0,Simple
2,7,100,6,6,50,7515.41704689629,0,Simple
3,7,1000,6,6,50,5702.524708842556,0,Simple
4,7,10000,6,6,50,14193.271637785694,0,Simple
0,8,1,6,6,50,25.632740370992995,0,Simple
1,8,10,6,6,50,581.2479802530512,0,Simple
2,8,100,6,6,50,13.410729440665433,0,Simple
3,8,1000,6,6,50,10.482665330531885,0,Simple
4,8,10000,6,6,50,0.8269556959755748,0,Simple
0,9,1,6,6,50,905.8645011012499,0,Simple
1,9,10,6,6,50,49.48709246858311,0,Simple
2,9,100,6,6,50,23.23848585673471,0,Simple
3,9,1000,6,6,50,2.1777451222031576,0,Simple
4,9,10000,6,6,50,0.30761508265831455,0,Simple
0,10,1,6,6,50,5.8680499867708,0,Simple
1,10,10,6,6,50,3.1052165964108696,0,Simple
2,10,100,6,6,50,2.896440308769934,0,Simple
3,10,1000,6,6,50,0.039880460144093376,0,Simple
4,10,10000,6,6,50,0.4055649807806235,0,Simple
0,11,1,6,6,50,157.9045866273676,0,Simple
1,11,10,6,6,50,153.2094403192336,0,Simple
2,11,100,6,6,50,129.63073864811008,0,Simple
3,11,1000,6,6,50,93.46224565872582,0,Simple
4,11,10000,6,6,50,3.583322639527912,0,Simple
0,12,1,6,6,50,20.532510886679855,0,Simple
1,12,10,6,6,50,100.50377812525676,0,Simple
2,12,100,6,6,50,11.446728989345573,0,Simple
3,12,1000,6,6,50,0.5107942436221541,0,Simple
4,12,10000,6,6,50,1.0200336588283405,0,Simple
0,13,1,6,6,50,3343620.7304517836,0,Simple
1,13,10,6,6,50,12.032860221962274,0,Simple
2,13,100,6,6,50,6.838799395536743,0,Simple
